시군명,도서관명,운영기관명,운영방법,소재지주소,전화번호,개관일자,홈페이지주소,자료실개방시간정보,열람실개방시간정보,자료실휴무일자정보,열람실휴무일자정보,자료실개관일수,열람실개관일수,국내도서자료수,국외도서자료수,비도서자료수,전자자료수,연속간행물자료수,WGS84위도,WGS84경도
수원시,바른샘어린이도서관,지자체,지자체위탁어린이,경기도 수원시 영통구 매봉로 10경기도 수원시 영통구 매봉로 10,031-216-9373,2005-11-22,http://www.suwonlib.go.kr/bkid,화~일09:00~18:00,해당없음,매주월요일및법정공휴일,해당없음,300,,119661,12289,3593,0,55,37.2688561279,127.0523677315
수원시,한아름도서관,지자체,지자체위탁,경기도 수원시 팔달구 권광로 293(인계동),031-218-0420,2000-01-26,www.suwonlib.go.kr/sycc,"청소년자료실(화~금)09:00~21:00,청소년자료실(토)09:00~18:00,아동자료실09:00~18:00,(일요일)09:00~18:00","09:00~21:00(화~금),09:00~18:00(토)(일요일)09:00~18:00",매주월요일및법정공휴일,매주월요일및법정공휴일,298,298,47969,,10,0,54,37.2742363442,127.0356985864
수원시,사랑샘도서관,지자체,지자체위탁,경기도 수원시 영통구 창룡대로 255(이의동) 수원시장애인종합복지관 내경기도 수원시 영통구 창룡대로 255(이의동) 수원시장애인종합복지관 내,031-548-5660,2006-10-28,http://www.suwonlib.go.kr/,평일09:00~18:00,해당없음,"매주토요일,일요일,법정공휴일",해당없음,247,,27900,389,3743,0,28,37.2955735830,127.0360300663
수원시,희망샘도서관,지자체위탁,지자체위탁,경기도 수원시 권선구 매송고색로 620,031-291-6942,2006-12-15,http://www.suwonlib.go.kr/swhope,"희망샘월0금:09:00~22:00,토09:00~20:00,깊은샘월0토09:00~18:00",해당사항없음,"매주일요일,법정공휴일",해당사항없음,298,,34077,2857,1309,0,42,37.2477428437,126.9728985098
수원시,반달어린이도서관,지자체,지자체위탁어린이,경기도 수원시 영통구 반달로 45경기도 수원시 영통구 반달로 45,031-201-8350,2004-07-27,https://www.suwonlib.go.kr/bandal/index.asp,09:00~18:00,해당사항없음,"토,일,국경일",해당사항없음,226,,34439,0,0,0,0,37.2506946278,127.0773388139
수원시,화홍어린이도서관,사립(대한불교진각종),사립어린이,경기도 수원시 팔달구 수원천로 361경기도 수원시 팔달구 수원천로 361,031-254-2585,2005-05-02,www.suwonlib.go.kr/hwahong/,평일:오전10~오후5/일요일오전11~오후5시,해당없음,"매주월요일,법정공휴일",해당없음,248,,12244,,500,0,10,37.2856637605,127.0171159081
용인시,포곡도서관,지자체,지자체직영,경기도 용인시 처인구 포곡읍 포곡로278번길 8,031-324-4631,2006-11-15,http://lib.yongin.go.kr/pogok,"평일09:00~22:00(종합자료실),09:00~18:00(기타자료실)토일09:00~17:00","07:00~22:00,공휴일09:00~18:00","매월1,3번째월요일및법정공휴일","매월1,3번째월요일및신정,설,추석연휴",321,333,172832,11017,3709,0,105,37.2789010985,127.2325779466
용인시,모현도서관,지자체,지자체직영,경기도 용인시 처인구 모현읍 백옥대로 2378,031-324-4351,2012-05-25,http://lib.yongingo.Kr/mohyeon,"평일09:00~22:00(종합자료실),평일09:00~18:00(어린이자료실)휴일09:00~17:00","열람실평일07:00~22:00,휴일07:00~22:00","매월2,4번째월요일및법정공휴일","매월2,4번째월요일및법정공휴일",324,334,118041,10620,5661,0,95,37.3357172035,127.2496371898
용인시,보라도서관,지자체,지자체직영,경기도 용인시 기흥구 한보라2로 116,031-324-4331,2012-07-18,http://lib.yongin.go.kr/bora,"평일09:00~22:00(종합자료실),09:00~18:00(기타자료실)토일09:00~17:00","07:00~22:00,공휴일09:00~18:00","매월2,4번째월요일및법정공휴일","매월2,4번째월요일및신정,설,추석연휴",324,334,138921,13048,1926,0,118,37.2484147849,127.1090249576
용인시,이동꿈틀도서관,지자체,지자체직영,경기도 용인시 처인구 이동읍 경기동로705번길 16,031-324-4660,2017-01-24,http://lib.yongin.go.kr/idong,평일09:00~18:00토일09:00~17:00,09:00~22:00,매주월요일및법정공휴일,매주월요일및법정공휴일,302,302,36109,1835,418,0,22,37.1391131773,127.1997427053
용인시,동백도서관,지자체,지자체직영,경기도 용인시 기흥구 동백3로 80,031-324-4651,2009-06-08,http://lib.yongin.go.kr/dongbaek,"평일09:00~22:00(종합자료실),09:00~18:00(기타자료실)토일09:00~17:00","07:00~22:00,공휴일09:00~18:00","매월2,4번째월요일및법정공휴일","매월2,4번째월요일및신정,설,추석연휴",324,334,159254,17267,4237,0,117,37.2741571836,127.1580368327
하남시,세미도서관,지자체,지자체직영,경기도 하남시 세미로 1길 15 경기도 하남시 세미로 1길 15,031-790-6804,2018-12-18,www.hanamlib.go.kr/selib,자료실평일09:00~22:00(3층어린이/일반자료실)평일09:00~18:00(2층유아자료실)주말09:00~18:00,해당없음,매주금요일및법정공휴일,해당없음,293,,28625,1337,174,0,30,37.5434431495,127.1940987225
하남시,디지털도서관,지자체,지자체직영,경기도 하남시 미사강변한강로 290-2경기도 하남시 미사강변한강로 290-2,031-790-6811,2018-12-24,www.hanamlib.go.kr/dilib,"09:00~18:00(어린이가족실,멀티미디어실,디지털정보실)",08:00~22:00,매주금요일및일요일을제외한법정공휴일,매주금요일및일요일을제외한법정공휴일,293,293,0,0,1414,322654,0,37.5630551265,127.1970078160
하남시,미사도서관,지자체,지자체직영,경기도 하남시 아리수로 545경기도 하남시 아리수로 545,031-790-6884,2020-05-29,www.hanamlib.go.kr/mslib,"평일09:00~22:00(종합자료실,디지털자료실)09:00~18:00(어린이자료실)주말09:00~18:00(종합자료실,디지털자료실,어린이자료실",해당없음,매월화요일및일요일을제외한법정공휴일,해당없음,294,,116534,7931,4051,10,128,37.5676177515,127.1873189265
하남시,위례도서관,지자체,지자체직영,경기도 하남시 위례대로 230경기도 하남시 위례대로 230,031-790-6036,2021-06-28,https://www.hanamlib.go.kr/wilib,"평일09:00~22:00(종합자료실,디지털실),09:00~18:00(어린이실)주말09:00~18:00",해당없음,매주목요일및법정공휴일,해당없음,296,,41275,2695,0,2221,50,37.4821674854,127.1483478914
하남시,일가도서관,지자체,지자체직영,경기도 하남시 미사강변남로 10경기도 하남시 미사강변남로 10,031-5182-1046,2021-08-30,https://www.hanamlib.go.kr/iglib/index.do,"평일,토요일09:00~18:00",0,매주일요일및법정공휴일,매주일요일및법정공휴일,298,,22869,763,11,358,17,37.5586206446,127.1833371105
군포시,중앙도서관,지자체,지자체직영,경기도 군포시 수리산로 79(산본동),031-390-8866,2008-04-29,www.gunpolib.go.kr,"평일:09:00~22:00(일반자료실1,2),09:00~18:00(어린이가족실)토·일:09:00~18:00",해당없음,"매주금요일,법정공휴일",해당없음,295,,360289,27491,6878,21210,268,37.3553973918,126.9157450657
군포시,산본도서관,지자체,지자체직영,경기도 군포시 광정로 96 (산본동)경기도 군포시 광정로 96 (산본동),031-395-4316,1994-07-15,www.gunpolib.go.kr,리모델링으로임시휴관(21.7.1~),리모델링으로임시휴관(21.7.1~),리모델링으로임시휴관(21.7.1~),리모델링으로임시휴관(21.7.1~),,,188302,10690,16712,6478,0,37.3615809905,126.9286948223
군포시,대야도서관,지자체,지자체직영,경기도 군포시 대야2로139경기도 군포시 대야2로139,031-501-5407,2003-12-17,www.gunpolib.go.kr,"평일9:00~22:00(종합자료실,디지털자료실),9:00~18:00(아동실)주말9:00~18:00(종합자료실,어린이자료실,디지털자료실)",평일7:00~23:00토7:00~23:00일9:00~18:00,"신정,구정,추석연휴","신정,구정,추석연휴",354,354,105338,5091,4950,0,80,37.3303101530,126.9153637169
군포시,부곡도서관,지자체,지자체직영,경기도 군포시 송부로221번길 3-10,031-390-4094,2013-05-28,www.gunpolib.go.kr,"평일화~금9:00~22:00(종합자료실,디지털자료실),9:00~18:00(어린이자료실)주말9:00~18:00(종합자료실,어린이자료실,디지털자료실)","화~일7:00~23:00월,공휴일9:00~18:00",매주월요일및법정공휴일,"신정,구정,추석연휴",300,338,93504,5147,2516,0,50,37.3240990351,126.9356605601
군포시,군포어린이도서관,지자체,지자체직영어린이,경기도 군포시 고산로 677번길 21경기도 군포시 고산로 677번길 21,031-390-8677,2006-05-04,www.gunpolib.go.kr,"평일,주말(09:00~18:00)",해당없음,"매주월요일,법정공휴일",해당없음,300,,105369,10583,4877,0,38,37.3722157170,126.9321266517
하남시,덕풍도서관,지자체,지자체직영,경기도 하남시 역말로 14경기도 하남시 역말로 14,031-790-6959,2016-11-01,https://www.hanamlib.go.kr/dulib/index.do#n,"자료실평일,주말09:00~18:00(종합자료실,어린이자료실)","열람실평일09:00~22:00,휴일09:00~22:00",매주일요일및법정공휴일,매주일요일및법정공휴일,296,296,24548,1531,0,0,37,37.5335087727,127.2005795335
오산시,중앙도서관,지자체,지자체직영,경기도 오산시 운암로 85경기도 오산시 운암로 85,031-8036-6140,2008-12-29,http://osanlibrary.go.kr/jungang/main.do,"평일09:00~22:00,주말및법정공휴일09:00~18:00","평일및주말07:00~24:00,법정공휴일09:00~18:00","신정,설날연휴,추석연휴,매월첫째월요일","신정,설날연휴,추석연휴,매월첫째월요일",341,341,228009,12370,2519,7218,39,37.1538822281,127.0769323226
오산시,꿈두레도서관,지자체,지자체직영,경기도 오산시 세마역로 20경기도 오산시 세마역로 20,031-8036-6520,2014-04-12,http://www.osanlibrary.go.kr/kkumdure/main.do,"평일09:00~22:00,주말및법정공휴일09:00~18:00","평일및주말07:00~24:00,법정공휴일09:00~18:00","신정,설날연휴,추석연휴,매월셋째월요일","신정,설날연휴,추석연휴,매월셋째월요일",339,339,133166,6982,1009,0,26,37.1815652629,127.0454817775
오산시,햇살마루도서관,지자체,지자체직영어린이,경기도 오산시 오산로 132번길 28-6(원동)경기도 오산시 오산로 132번길 28-6(원동),031-8036-6500,2007-07-18,http://www.osanlibrary.go.kr/hatsalmaru,평일09:00~20:00주말및법정공휴일09:00~18:00,해당없음,"신정,설날연휴,추석연휴,매월첫째월요일",해당없음,341,,47463,2141,0,0,13,37.1383773237,127.0717493105
오산시,청학도서관,지자체,지자체직영,경기도 오산시 창학로65경기도 오산시 창학로65,031-8036-6490,1992-03-19,http://www.osanlibrary.go.kr/cheonghak/main.do,"평일09:00~22:00,주말및법정공휴일09:00~18:00","평일및주말07:00~24:00,법정공휴일09:00~18:00","신정,설날연휴,추석연휴,매월셋째월요일","신정,설날연휴,추석연휴,매월셋째월요일",341,341,81649,2171,566,0,15,37.1549364408,127.0643695613
오산시,양산도서관,지자체,지자체직영,경기도 오산시 양산로 410번길 34 경기도 오산시 양산로 410번길 34,031-8036-6143,2010-05-13,http://www.osanlibrary.go.kr/yangsan/main.do,"평일09:00~22:00,주말및법정공휴일09:00~18:00","평일및주말07:00~24:00,법정공휴일09:00~18:00","신정,설날연휴,추석연휴,매월첫째월요일","신정,설날연휴,추석연휴,매월첫째월요일",341,341,55824,4123,948,0,18,37.1942955079,127.0321998336
오산시,소리울도서관,지자체,지자체직영,경기도 오산시 경기대로 102-25(원동)경기도 오산시 경기대로 102-25(원동),031-8036-6670,2019-07-22,http://www.osanlibrary.go.kr/soriul/main.do,"평일09:00~22:00,주말및법정공휴일09:00~18:00",해당없음,"신정,설날연휴,추석연휴,매월첫째월요일",해당없음,341,,35189,305,2203,0,8,37.1325564683,127.0748894526
양주시,꿈나무도서관,지자체,지자체직영,경기도 양주시 백석읍 꿈나무로 199경기도 양주시 백석읍 꿈나무로 199,031-8082-7401,2006-06-02,http://www.libyj.go.kr/,"평일?주말:09:00~18:00(어린이유아자료실,만화자료실)09:00~22:00(일반자료실)",09:00~22:00,매주금요일및법정공휴일,매주금요일및법정공휴일,295,295,159681,5519,3064,0,26,37.7923681353,126.9872825346
양주시,남면도서관,지자체,지자체직영,경기도 양주시 남면 개나리17길 24경기도 양주시 남면 개나리17길 24,031-8082-7430,2009-04-30,http://www.libyj.go.kr/,평일:09:00~18:00(자료실)주말:09:00~18:00(자료실),09:00~22:00,매주월요일및법정공휴일,법정공휴일,300,300,62523,2547,1745,0,18,37.8981581360,126.9758807053
양주시,광적도서관,지자체,지자체직영,경기도 양주시 광적면 광적로 42번길 5경기도 양주시 광적면 광적로 42번길 5,031-8082-7480,2016-12-20,http://www.libyj.go.kr/,평일:09:00~18:00(어린이자료실)09:00~22:00(일반자료실)주말:09:00~18:00,해당없음,매주월요일및법정공휴일,해당없음,298,,46127,2238,503,0,22,37.8231196156,126.9828770976
양주시,양주희망도서관,지자체,지자체직영,경기도 양주시 삼숭로 38번길 78-47경기도 양주시 삼숭로 38번길 78-47,031-8082-7460,2015-03-26,http://www.libyj.go.kr/,"평일:09:00018:00(어린이자료실)09:00~22:00(일반자료실)주말:09:00018:00(어린이자료실,일반자료실)",09:00~22:00,매주월요일및법정공휴일,매주월요일및법정공휴일,147,147,61614,2797,533,0,37,37.7957854796,127.1072599203
양주시,덕정도서관,지자체,지자체직영,경기도 양주시 화합로1371번길 11경기도 양주시 화합로1371번길 11,031-8082-7420,1994-12-15,http://www.libyj.go.kr/,"평일09:00~22:00(일반자료실)09:00~18:00(어린이자료실디지털자료실)주말09:00~18:00(일반자료실,어린이자료실,디지털자료실)",09:00~22:00,매주월요일및법정공휴일,매주월요일및법정공휴일,280,280,75893,5051,3641,956,35,37.8428770840,127.0631959895
양주시,고읍도서관,지자체,지자체직영,경기도 양주시 고읍남로 207경기도 양주시 고읍남로 207,031-8082-7440,2011-09-30,http://www.libyj.go.kr/,"평일:09:00~18:00(어린이자료실),09:00~22:00(일반자료실)주말:09:00~18:00(어린이자료실,일반자료실)",09:00~22:00,매주금요일및법정공휴일,매주금요일및법정공휴일,297,297,62937,2685,1301,0,38,37.7920208952,127.0844620367
양주시,옥정호수도서관,지자체,지자체직영,경기도 양주시 옥정동로7길 110경기도 양주시 옥정동로7길 110,031-8082-7470,2019-10-31,http://www.libyj.go.kr/,"0열린자료실,일반자료실:평일09:00~22:00,주말09:00~18:000어린이자료실:평일09:00~18:00,주말09:00~18:00",해당없음,매주월요일및법정공휴일,해당없음,297,,81670,4509,2548,13426,83,37.8229540575,127.0948330916
이천시,청미도서관,지자체,지자체직영,경기도 이천시 장호원읍 서동대로 8829번길 53-6경기도 이천시 장호원읍 서동대로 8829번길 53-6,031-644-4371,2002-12-27,www.icheonlib.go.kr,"평일09:00~22:00(문헌정보실),09:00~18:00(어린이도서관)토,일09:00~18:00(문헌정보실,어린이도서관)",08:00~23:00,"매주월요일,법정공휴일","신정,설연휴,추석연휴",300,357,106328,3854,3945,0,50,37.1169740018,127.6152189202
이천시,이천어린이도서관,지자체,지자체직영어린이,경기도 이천시 남천로 31경기도 이천시 남천로 31,031-644-4380,2009-06-22,www.icheonlib.go.kr,"평일,토일:09:00~18:00",해당없음,"매주월요일,법정공휴일",해당없음,291,,87066,12343,5788,0,37,37.2781516232,127.4405533809
이천시,마장도서관,지자체,지자체직영,경기도 이천시 마장면 마장로 11경기도 이천시 마장면 마장로 11,031-645-3440,2018-05-30,www.icheonlib.go.kr,"평일09:00~22:00(종합자료실),09:00~18:00(어린이자료실),휴일09:00~18:00(종합자료실,어린이자료실,디지털자료실)",08:00~23:00,"매주월요일,법정공휴일","신정,설날연휴,추석연휴",299,356,40466,2311,0,0,39,37.2539281359,127.3541374186
구리시,인창도서관,지자체,지자체직영,경기도 구리시 건원대로34번길 90(인창동)경기도 구리시 건원대로34번길 90(인창동),031-550-2936,2003-08-30,http://www.gurilib.go.kr,"평일09:00~22:00(종합자료실)평일09:00~18:00(어린이자료실,디지털자료실)주말09:00~17:00(종합·어린이·멀티자료실)",평일08:00~23:00주말08:00~22:00,"매월둘째,넷째월요일/법정공휴일","매월둘째,넷째월요일/신정,설,추석당일",322,334,243209,7124,16613,60998,123,37.6052851998,127.1458544621
구리시,토평도서관,지자체,지자체직영,경기도 구리시 장자대로140  경기도 구리시 장자대로140,031-550-8325,2010-04-27,http://www.gurilib.go.kr,평일09:00~22:00(종합자료실)평일09:00~18:00(어린이자료실·디지털자료실)주말09:00~17:00(종합·어린이·디지털자료실),평일08:00~23::00주말08:00~22:00,"매월첫째,셋째월요일/법정공휴일","매월첫째,셋째월요일/신정,설·추석당일",325,336,169109,10677,6247,0,119,37.5861673118,127.1457525058
구리시,교문도서관,지자체,지자체직영,경기도 구리시 안골로30번길 45경기도 구리시 안골로30번길 45,031-550-2593,1994-05-09,http://www.gurilib.go.kr,평일09:00~22:00(종합자료실)평일09:00~18:00(어린이·멀티자료실)주말09:00~17:00(종합·어린이·멀티자료실),평일08:00~22:00주말08:00~22:00,"매월첫째,셋째금요일/법정공휴일","매월첫째,셋째금요일/신정,설,추석당일",,,160694,3705,8040,0,0,37.5951827353,127.1345631928
안성시,중앙도서관,지자체,지자체직영,경기도 안성시 안성맞춤대로 1150(금산동),031-676-7941,2008-11-13,www.apl.go.kr,"평일,휴일09:00~22:00(종합,디지털자료실)평일,휴일09:00~18:00(어린이자료실)",평일08:00~24:00휴일08:00~24:00,매주월요일및일요일을제외한법정공휴일,매주월요일및일요일을제외한법정공휴일,300,300,393743,17461,15978,98564,119,37.0152577418,127.2684759583
안성시,공도도서관,지자체,지자체직영,경기도 안성시 공도읍 공도5로 26,031-678-3210,2010-06-07,www.apl.go.kr,"평일,휴일09:00~22:00(종합,디지털자료실)평일,휴일09:00~18:00(어린이자료실)",평일08:00~24:00휴일08:00~24:00,매주금요일및일요일을제외한법정공휴일,매주금요일및일요일을제외한법정공휴일,271,271,152192,8841,1644,0,73,37.0033586276,127.1726958695
안성시,보개도서관,지자체,지자체직영,경기도 안성시 보개면 종합운동장로 205,031-678-5330,1996-07-20,www.apl.go.kr,"평일09:00~20:00(책다락만화책방,독립출판물전시실)평일09:00~18:00(종합자료실,그림책방)휴일09:00~18:00(책다락만화책방,독립출판물전시실,종합자료실,그림책방)",해당없음,매주월요일및일요일을제외한법정공휴일,해당없음,300,,81943,997,2067,0,36,37.0150533641,127.3225016593
안성시,진사도서관,지자체,지자체직영,경기도 안성시 공도읍 진사2길 70,031-678-4090,2014-03-03,www.apl.go.kr,"평일,휴일09:00~22:00(종합자료실)09:00~18:00(어린이자료실)",평일09:00~22:00휴일09:00~18:00,매주월요일및일요일을제외한법정공휴일,매주월요일및일요일을제외한법정공휴일,300,300,88534,6702,1648,0,42,36.9941093434,127.1443144700
안성시,아양도서관,지자체,지자체직영,경기도 안성시 아양로 88(옥산동)경기도 안성시 아양로 88(옥산동),031-678-0730,2020-08-18,www.apl.go.kr,"평일,휴일09:00~22:00(종합자료실),09:00~18:00(어린이자료실)",해당없음,매주금요일및일요일을제외한법정공휴일,해당없음,295,,44297,15751,772,0,45,37.0050108609,127.2562108174
의왕시,중앙도서관,지자체,지자체직영,경기도 의왕시 골우물길 49,031-345-3641,2007-05-31,www.uwlib.or.kr/jungang,"평일09:00~18:00(어린이책마루)평일09:00~22:00(문헌정보실,디지털정보실)주말09:00~18:00",07:00~23:00,매주월요일및법정공휴일(일요일제외),매주월요일및법정공휴일(일요일제외),300,300,191047,10204,7827,7965,123,37.3422472538,126.9695178933
의왕시,내손도서관,지자체,지자체직영,경기도 의왕시 내손동 복지로 109,031-345-2631,2011-07-22,www.uwlib.or.kr/naeson,"평일09:00~18:00(유아글마루,어린이글마루)평일09:00~22:00(디지털정보실,문헌정보실)주말09:00~18:00",07:00~23:00,매주금요일및법정공휴일(일요일제외),매주금요일및법정공휴일(일요일제외),235,235,200416,16084,14601,17,150,37.3875500740,126.9816249519
의왕시,글로벌도서관,지자체,지자체직영어린이,경기도 의왕시 보식골로 30-10,031-345-3691,2010-09-13,www.uwlib.or.kr/global,"평일09:00~20:00,주말09:00~18:00",평일09:00~20:00주말09:00~18:00,매주금요일및법정공휴일(일요일제외),매주금요일및법정공휴일(일요일제외),295,295,36067,53988,5162,0,42,37.3579123634,126.9713385898
의왕시,포일어울림도서관,지자체,지자체직영,경기도 의왕시 안양판교로 82,031-345-2792,2021-09-30,www.uwlib.or.kr/poil,평일09:00~22:00주말09:00~18:00,해당없음,매주월요일및법정공휴일(일요일제외),해당없음,269,,17301,1042,342,0,16,37.3962078466,126.9826725094
의왕시,백운호수도서관,지자체,지자체직영,경기도 의왕시 백운중앙로 74,031-345-3436,2022-05-26,www.uwlib.or.kr/baegun,평일09:00~22:00주말09:00~18:00,해당없음,매주월요일및법정공휴일(일요일제외),해당없음,168,,11208,901,0,0,20,37.3700753134,127.0076193814
포천시,중앙도서관,지자체,지자체직영,경기도 포천시 신북면 중앙로207번길 26경기도 포천시 신북면 중앙로207번길 26,031-538-3911,2012-03-02,https://lib.pocheon.go.kr/center,"평일09:00~22:00(종합,디지털),09:00~18:00(어린이),주말09:00~18:00(종합,디지털,어린이)","평일,주말09:00~24:00동절기평일,주말09:00~23:00","매월마지막주월요일,법정공휴일,근로자의날","매월마지막주월요일,법정공휴일,근로자의날",331,334,105693,4699,855,5094,49,37.9052590143,127.2064279090
포천시,소흘도서관,지자체,지자체직영,경기도 포천시 소흘읍 송우로 101-29  경기도 포천시 소흘읍 송우로 101-29,031-538-3951,2010-01-06,https://lib.pocheon.go.kr/soheul,"평일09:00~22:00(종합,디지털),09:00~18:00(어린이),주말09:00~18:00(종합,디지털,어린이)","평일,주말09:00~24:00동절기평일,주말09:00~23:00","매월마지막월요일,법정공휴일,근로자의날","매월마지막월요일,법정공휴일,근로자의날",334,334,67640,4155,1654,8,37,37.8296458132,127.1375576078
포천시,가산도서관,지자체,지자체직영,경기도 포천시 가산면 선마로 223경기도 포천시 가산면 선마로 223,031-538-3981,2014-11-20,https://lib.pocheon.go.kr/gasan,"평일09:00~20:00(종합),09:00~18:00(어린이),주말09:00~18:00(종합,어린이)","평일09:00~20:00,주말09:00~18:00","매주월요일,법정공휴일,근로자의날","매주월요일,법정공휴일,근로자의날",293,293,40358,3610,1130,0,21,37.8482080931,127.1861378215
포천시,일동도서관,지자체,지자체직영,경기도 포천시 일동면 화동로 1021경기도 포천시 일동면 화동로 1021,031-538-3931,2006-03-07,https://lib.pocheon.go.kr/ildong,"평일09:00~22:00,주말09:00~18:00",해당없음,"매주월요일,법정공휴일,근로자의날",해당없음,334,,76971,4770,2956,0,43,37.9549078724,127.3155515678
포천시,영북도서관,지자체,지자체직영,경기도 포천시 영북면 운천안길 3경기도 포천시 영북면 운천안길 3,031-538-3971,2013-09-12,https://lib.pocheon.go.kr/yeongbuk,"평일09:00~20:00(종합),09:00~18:00(어린이),주말09:00~18:00(종합,어린이)","평일,주말09:00~22:00","매주월요일,법정공휴일,근로자의날","매주월요일,법정공휴일,근로자의날",296,296,40299,1696,1352,0,45,38.0877213089,127.2742343673
포천시,선단도서관,지자체,지자체직영,경기도 포천시 선단동 삼육사로 2186번길 7경기도 포천시 선단동 삼육사로 2186번길 7,031-538-3990,2021-02-24,https://lib.pocheon.go.kr/seondan,"평일09:00~20:00(종합),09:00~18:00(어린이),주말09:00~18:00(종합,어린이)",해당없음,"매주월요일,법정공휴일,근로자의날","매주월요일,법정공휴일,근로자의날",297,,21745,1846,174,0,23,37.8536608270,127.1600950233
양평군,중앙도서관,지자체,지자체직영,경기도 양평군 양평읍 양근로 240-9경기도 양평군 양평읍 양근로 240-9,031-770-2730,1993-05-01,www.yplib.go.kr,종합자료실평일09:00~20:00종합자료실주말09:00~18:00,열람실평일09:00~22:00열람실주말09:00~18:00,종합자료실(법정공휴일),"매주월요일,법정공휴일",346,304,141042,2581,13092,9585,39,37.4859085463,127.4943330382
양평군,용문도서관,지자체,지자체직영,경기도 양평군 용문면 용문로 395경기도 양평군 용문면 용문로 395,031-770-2710,2006-08-01,www.yplib.go.kr,종합자료실평일09:00~20:00종합자료실주말09:00~18:00어린이자료실평일및주말09:00~18:00,열람실평일09:00~20:00열람실주말09:00~18:00,"종합자료실(법정공휴일)어린이자료실(매주월요일,법정공휴일)","매주월요일,법정공휴일",339,291,85642,2436,3218,0,40,37.4871674752,127.5962160807
양평군,지평도서관,지자체,지자체직영,경기도 양평군 지평면 지평의병로116번길 5경기도 양평군 지평면 지평의병로116번길 5,031-770-2561,2011-07-29,www.yplib.go.kr,종합자료실평일09:00~20:00종합자료실주말09:00~18:00어린이자료실평일및주말09:00~18:00,열람실평일09:00~20:00열람실주말09:00~18:00,"종합자료실(법정공휴일)어린이자료실(매주월요일,법정공휴일)","매주월요일,법정공휴일",345,299,43061,155,1539,0,24,37.4736859735,127.6385755440
양평군,양동도서관,지자체,지자체직영,경기도 양평군 양동면 학둔지아래길 93     경기도 양평군 양동면 학둔지아래길 93,031-770-2571,2010-12-22,www.yplib.go.kr,종합자료실평일09:00~20:00종합자료실주말09:00~18:00어린이자료실평일및주말09:00~18:00,열람실평일09:00~20:00열람실주말09:00~18:00,"종합자료실(법정공휴일)어린이자료실(매주월요일,법정공휴일)","매주월요일,법정공휴일",328,286,40766,1216,2647,0,7,37.4191940733,127.7546863650
양평군,양평어린이도서관,지자체,지자체직영어린이,경기도 양평군 양평읍 양근로 240-9경기도 양평군 양평읍 양근로 240-9,031-770-2735,2006-02-23,www.yplib.go.kr,어린이자료실평일및주말09:00~18:00,해당없음,"매주월요일,법정공휴일",해당없음,301,,58566,4873,4520,0,11,37.4859085463,127.4943330382
여주시,여주도서관,지자체,지자체직영,경기도 여주시 여양로 190-17경기도 여주시 여양로 190-17,031-885-4242,2012-03-29,www.yjlib.go.kr,평일09:00~22:00휴일09:00~18:00,해당없음,매주금요일및법정공휴일,해당없음,295,,151088,13719,5896,8036,79,37.2997306025,127.6511865479
여주시,세종도서관,지자체,지자체직영,경기도 여주시 영릉로 125경기도 여주시 영릉로 125,031-886-5006,1999-03-19,www.yjlib.go.kr,임시휴관(리모델링),임시휴관(리모델링),임시휴관(리모델링),임시휴관(리모델링),,,176855,1439,12094,0,0,37.2969215129,127.6252300415
여주시,점동도서관,지자체,지자체직영,경기도 여주시 점동면 청안로 130-15경기도 여주시 점동면 청안로 130-15,031-887-3311,2018-02-09,www.yjlib.go.kr,평일09:00~22:00(종합자료실)평일09:00~19:00(아동자료실)주말09:00~18:00,해당없음,매주월요일및법정공휴일,해당없음,298,,30316,649,1877,0,66,37.2051937199,127.6630221302
여주시,대신도서관,지자체,지자체직영,경기도 여주시 대신면 율촌1길 12-10경기도 여주시 대신면 율촌1길 12-10,031-887-3361,2019-04-01,www.yjlib.go.kr,평일09:00~21:00(종합자료실)평일09:00~19:00(아동자료실),해당없음,매주월요일및법정공휴일,해당없음,300,,25626,0,1146,0,74,37.3714666800,127.5844464327
여주시,금사도서관,지자체,지자체직영,"경기도 여주시 흥천면 이여로 1278-2, 3층경기도 여주시 흥천면 이여로 1278-2, 3층",031-887-3390,2020-02-14,www.yjlib.go.kr,"평일,주말10:00~19:00",해당없음,매주월요일및법정공휴일,해당없음,299,,13367,928,696,0,57,37.3883296535,127.5345452954
여주시,여주기적의도서관,지자체,지자체직영,경기도 여주시 양화로913경기도 여주시 양화로913,031-887-2965,2021-12-31,www.yjlib.go.kr,"평일09:00~22:00(종합자료실),평일09:00~19:00(어린이자료실),휴일09:00~18:00(종합,어린이자료실)평일09:00~19:00(아동자료실)주말09:00~18:00",해당없음,매주월요일및법정공휴일,해당없음,277,,14803,0,0,0,58,37.2972094688,127.5716247943
동두천시,동두천시립도서관,지자체,지자체직영,경기도 동두천시 상패로 60경기도 동두천시 상패로 60,031-860-3261,1996-07-05,http://lib.ddc.go.kr,"평일,주말09:00~18:00(어린이자료실,책누리실)평일,주말08:00~22:00(커뮤니티실)휴일08:00~18:00(커뮤니티실)","평일,주말08:00~22:00월요일,공휴일08:00~18:00",매주월요일및법정공휴일,"1월1일,설연휴,추석연휴",302,326,207217,3034,4074,1788,69,37.9066756399,127.0476443490
