설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,세마고등학교,031-370-5000,경기도 오산시 세교동 626번지,경기도 오산시 수목원로 559-17,18107,37.1805473961,127.0409929128
공립,능동고등학교,031-8015-3081,경기도 화성시 능동 1086번지,경기도 화성시 동탄원천로 315-26,18424,37.2138991213,127.0575051414
공립,모락고등학교,031-428-2250,경기도 의왕시 오전동 산58-10번지,경기도 의왕시 모락로 134,16047,37.3699623157,126.9669962817
사립,경화여자English Business고등학교,031-799-0600,경기도 광주시 송정동 52-1번지,경기도 광주시 수하길11번길 43,12741,37.4201701325,127.2639238617
공립,경기창조고등학교,031-646-2200,경기도 안성시 공도읍 만정리 789번지,경기도 안성시 공도읍 공도5로 37,17560,37.0018974153,127.1723761963
공립,경기게임마이스터고등학교,031-428-5402,경기도 안양시 동안구 비산동 1101번지,경기도 안양시 동안구 학의로 70,14043,37.3979055641,126.9475014874
공립,관양고등학교,031-420-9440,경기도 안양시 동안구 관양동 523-4번지,경기도 안양시 동안구 일동로 115,13927,37.4087530154,126.9600661049
공립,관인고등학교,031-538-8200,경기도 포천시 관인면 탄동리 607-3번지,경기도 포천시 관인면 관인로 20,11101,38.1580445835,127.2505839815
사립,광동고등학교,031-570-6600,경기도 남양주시 진접읍 장현리 603-5번지,경기도 남양주시 진접읍 장현로광동1길 10,12015,37.7167569038,127.1751653307
사립,의정부광동고등학교,031-849-5500,경기도 의정부시 녹양동 126-1번지,경기도 의정부시 서부로 691,11615,37.7555446707,127.0361808766
공립,광명고등학교,02-2680-0583,경기도 광명시 철산동 234번지,경기도 광명시 오리로876번길 17,14234,37.4782880460,126.8664391850
사립,경기항공고등학교,02-2613-0024,경기도 광명시 광명동 42-122번지,경기도 광명시 새터안로 20,14271,37.4733157972,126.8570266011
공립,명문고등학교,02-2680-3800,경기도 광명시 광명동 379-1번지,경기도 광명시 광명로812번길 16,14281,37.4693764294,126.8503542966
공립,창의경영고등학교,02-898-3395,경기도 광명시 소하동 883-13번지,경기도 광명시 기아로13번안길 9-9,14326,37.4384713723,126.8827815378
공립,광문고등학교,02-2610-2500,경기도 광명시 광명동 492-1번지,경기도 광명시 원광명안로 39,14283,37.4646220904,126.8495925719
공립,광주고등학교,031-799-7110,경기도 광주시 송정동 35번지,경기도 광주시 수하길19번길 43,12741,37.4182883379,127.2649694754
공립,광주중앙고등학교,031-799-7443,경기도 광주시 역동 30-1번지,경기도 광주시 역동로63번길 1,12778,37.4034735298,127.2579426235
사립,광탄고등학교,031-956-0000,경기도 파주시 광탄면 신산리 232번지,경기도 파주시 광탄면 혜음로1128번길 16,10948,37.7834377361,126.8489096581
사립,하남고등학교,031-792-3083,경기도 하남시 망월동 778-1번지,경기도 하남시 미사강변남로 39,12914,37.5603843772,127.1856168046
공립,운중고등학교,031-8017-0593,경기도 성남시 분당구 운중동 957번지,경기도 성남시 분당구 운중로 95,13462,37.3927492517,127.0737069029
공립,가운고등학교,031-567-2913,경기도 남양주시 다산동 684번지,경기도 남양주시 가운로2길 115,12266,37.5994428882,127.1606544867
공립,동패고등학교,031-956-8606,경기도 파주시 동패동 1976번지,경기도 파주시 교하로 350,10903,37.7112394188,126.7343870576
공립,역곡고등학교,032-340-6102,경기도 부천시 역곡동 200-10번지,경기도 부천시 안곡로 322,14657,37.4917331382,126.8095844272
공립,판교고등학교,031-8017-0841,경기도 성남시 분당구 삼평동 706번지,경기도 성남시 분당구 동판교로 257,13489,37.4051126637,127.1147205041
공립,수성고등학교,031-259-1114,경기도 수원시 장안구 정자동 49번지,경기도 수원시 장안구 장안로90번길 39,16313,37.2935905392,127.0027366069
사립,홍익디자인고등학교,031-8055-3004,경기도 화성시 기안동 460-97번지,경기도 화성시 효행로 387,18343,37.2167915785,126.9796285316
사립,수원공업고등학교,031-80061-200,경기도 수원시 팔달구 인계동 249-1번지,경기도 수원시 팔달구 세지로 254,16472,37.2747182562,127.0253860857
공립,수원농생명과학고등학교,031-259-4300,경기도 수원시 장안구 영화동 60번지,경기도 수원시 장안구 광교산로 13,16277,37.2951559644,127.0194697226
공립,수원여자고등학교,031-250-9185,경기도 수원시 팔달구 고등동 19-1번지,경기도 수원시 팔달구 고등로59번길 72,16448,37.2768495070,127.0043582577
사립,한봄고등학교,031-293-3090,경기도 수원시 권선구 탑동 614번지,경기도 수원시 권선구 호매실로 46-93,16626,37.2594631135,126.9693434459
공립,수일고등학교,031-8012-8350,경기도 수원시 장안구 조원동 21번지,경기도 수원시 장안구 수일로233번길 59,16293,37.3077698462,127.0181030263
공립,수지고등학교,031-260-5303,경기도 용인시 수지구 풍덕천동 688번지,경기도 용인시 수지구 수풍로 73,16821,37.3313850194,127.0921147988
공립,하남경영고등학교,031-795-6303,경기도 하남시 창우동 521-2번지,경기도 하남시 대청로116번길 11,12955,37.5385096559,127.2258807367
공립,하성고등학교,031-988-7261,경기도 김포시 하성면 마곡리 640-1번지,경기도 김포시 하성면 애기봉로806번길 30,10011,37.7180116568,126.6284340320
사립,한광고등학교,031-651-3112,경기도 평택시 비전동 504번지,경기도 평택시 중앙1로 115,17888,36.9978850245,127.0960046328
사립,한광여자고등학교,031-651-3122,경기도 평택시 비전동 504번지,경기도 평택시 중앙1로 115,17888,36.9978850245,127.0960046328
사립,한국관광고등학교,031-662-5111,경기도 평택시 고덕면 당현리 41번지,경기도 평택시 고덕면 고덕북로 185,17789,37.0718340442,127.0220748755
공립,한국도예고등학교,031-638-6841,경기도 이천시 신둔면 수남리 176-4번지,경기도 이천시 신둔면 둔터로 61,17307,37.2888954402,127.3992986677
사립,한국디지털미디어고등학교,031-363-7800,경기도 안산시 단원구 와동 산27-1번지,경기도 안산시 단원구 사세충열로 94,15255,37.3423017693,126.8309261114
사립,한국조리과학고등학교,02-2610-4600,경기도 시흥시 과림동 11-1번지,경기도 시흥시 금오로 640,14927,37.4585139183,126.8323570174
공립,한솔고등학교,031-714-4381,경기도 성남시 분당구 정자동 115번지,경기도 성남시 분당구 내정로 70,13607,37.3667801638,127.1156845473
사립,경기자동차과학고등학교,031-310-9000,경기도 시흥시 무지내동 341-2번지,경기도 시흥시 금오로 103,14933,37.4142992500,126.8398576228
공립,행신고등학교,031-974-6292,경기도 고양시 덕양구 행신동 790번지,경기도 고양시 덕양구 소만로 36,10532,37.6164151339,126.8426298379
공립,호원고등학교,031-822-2100,경기도 의정부시 호원동 226-154번지,경기도 의정부시 망월로 56,11646,37.7056067480,127.0442519438
사립,화성고등학교,031-352-7813,경기도 화성시 향남읍 장짐리 161번지,경기도 화성시 향남읍 장짐길 4,18587,37.1390350465,126.9064577889
공립,숙지고등학교,031-8065-3025,경기도 수원시 팔달구 화서동 653번지,경기도 수원시 팔달구 수성로182번길 100,16435,37.2829952305,126.9932966083
사립,숭신여자고등학교,031-732-8101,경기도 성남시 중원구 금광동 2686번지,경기도 성남시 중원구 황송로77번길 34,13165,37.4501519052,127.1705895908
사립,시온고등학교,032-341-9191,경기도 부천시 범박동 산18-2번지,경기도 부천시 은성로 172-20,14773,37.4714985971,126.8051112944
공립,경기스마트고등학교,070-8708-2117,경기도 시흥시 정왕동 1522번지,경기도 시흥시 정왕천로 404,15051,37.3432370709,126.7522963614
사립,신갈고등학교,031-281-7004,경기도 용인시 기흥구 상갈동 150-1번지,경기도 용인시 기흥구 백남준로 13,17068,37.2707446957,127.1124624154
공립,세교고등학교,031-8077-8100,경기도 오산시 금암동 487번지,경기도 오산시 수청로 112,18108,37.1779715857,127.0533664126
공립,서천고등학교,031-546-7200,경기도 용인시 기흥구 농서동 401번지,경기도 용인시 기흥구 서천서로 126,17110,37.2340803789,127.0694273630
공립,성복고등학교,031-8008-1327,경기도 용인시 수지구 성복동 782번지,경기도 용인시 수지구 도마치로 92,16807,37.3233692852,127.0612095224
공립,대화고등학교,031-911-1963,경기도 고양시 일산서구 대화동 1978번지,경기도 고양시 일산서구 대화로 100,10221,37.6683849161,126.7320948870
공립,초월고등학교,031-737-9900,경기도 광주시 초월읍 대쌍령리 495번지,경기도 광주시 초월읍 무들로 3-25,12735,37.3877331345,127.2897366072
공립,향일고등학교,031-8077-8600,경기도 화성시 향남읍 행정리 439번지 향일고등학교,경기도 화성시 향남읍 행정중앙2로 28,18599,37.1293027216,126.9179493229
공립,판곡고등학교,031-594-7161,경기도 남양주시 호평동 442번지,경기도 남양주시 늘을1로 127,12142,37.6628709093,127.2428621184
공립,율천고등학교,031-299-3990,경기도 수원시 팔달구 화서동 720번지,경기도 수원시 팔달구 일월로 50,16422,37.2878628926,126.9788010514
공립,구리고등학교,031-556-3953,경기도 구리시 수택동 785번지,경기도 구리시 장자대로 89,11940,37.5885748070,127.1400890109
공립,구리여자고등학교,031-563-7202,경기도 구리시 토평동 214번지,경기도 구리시 벌말로 168,11945,37.5907443987,127.1512131552
공립,군자디지털과학고등학교,031-489-8114,경기도 시흥시 거모동 1426번지,경기도 시흥시 군자로487번길 54,15067,37.3505393248,126.7860398193
사립,군포고등학교,031-395-8001,경기도 군포시 금정동 870-4번지,경기도 군포시 오금로 118,15833,37.3576080115,126.9404459651
공립,군포e비즈니스고등학교,031-390-5322,경기도 군포시 산본동 1149-6번지,경기도 군포시 수리산로 153,15819,37.3630099993,126.9185882817
공립,권선고등학교,031-230-0141,경기도 수원시 권선구 권선동 1243번지,경기도 수원시 권선구 세권로 276,16557,37.2527559295,127.0333609248
사립,근명고등학교,031-449-3567,경기도 안양시 만안구 안양동 708-197번지,경기도 안양시 만안구 삼덕로 49,14028,37.3935374857,126.9200132758
공립,기흥고등학교,031-679-1940,경기도 용인시 기흥구 신갈동 161번지,경기도 용인시 기흥구 관곡로 20,16964,37.2822432589,127.1087372235
공립,김포고등학교,031-984-2377,경기도 김포시 사우동 216번지,경기도 김포시 봉화로 37-15,10107,37.6183979076,126.7130064471
공립,김포제일공업고등학교,031-999-3655,경기도 김포시 북변동 477번지,경기도 김포시 봉화로 69,10106,37.6207083328,126.7107611219
사립,한국외식과학고등학교,031-863-6126,경기도 양주시 남면 신산리 186-2번지,경기도 양주시 남면 개나리18길 1,11404,37.8972023738,126.9798569711
공립,남양고등학교,031-8077-1790,경기도 화성시 남양읍 남양리 1633-1번지,경기도 화성시 남양읍 시청로45번길 23,18262,37.2079798507,126.8234137957
공립,남양주고등학교,"031-590-3700,3800",경기도 남양주시 화도읍 월산리 99-4번지,경기도 남양주시 화도읍 경춘로2192번길 25,12190,37.6524622907,127.3344633868
공립,덕이고등학교,031-960-3600,경기도 고양시 일산서구 덕이동 1615번지,경기도 고양시 일산서구 하이파크1로 64,10236,37.6958051525,126.7549063470
공립,송양고등학교,031-951-8800,경기도 의정부시 낙양동 759번지,경기도 의정부시 송양로 6,11812,37.7530966080,127.1065434716
공립,별내고등학교,031-570-0700,경기도 남양주시 별내동 1051번지,경기도 남양주시 별내5로 36,12108,37.6515605493,127.1171351622
공립,군포중앙고등학교,070-4688-3500,경기도 군포시 부곡동 1094번지,경기도 군포시 송부로 239,15881,37.3239893317,126.9372302598
공립,상현고등학교,031-547-7341,경기도 용인시 수지구 상현동 1129-3번지,경기도 용인시 수지구 법조로 222,16942,37.2990798224,127.0743602387
공립,솔터고등학교,031-996-9644,경기도 김포시 마산동 615-6번지,경기도 김포시 김포한강7로22번길 109,10067,37.6417731289,126.6362623485
사립,신한고등학교,031-653-8114,경기도 평택시 비전동 224-7번지,경기도 평택시 신한1길 26,17899,36.9942934574,127.1028788487
사립,신흥고등학교,031-865-3169,경기도 동두천시 안흥동 36번지,경기도 동두천시 신천로 159,11304,37.9310743600,127.0478135034
사립,심석고등학교,031-590-6710,경기도 남양주시 화도읍 마석우리 215-9번지,경기도 남양주시 화도읍 마석로 62,12176,37.6560257329,127.3068836368
공립,심원고등학교,032-320-9215,경기도 부천시 중동 1074-1번지,경기도 부천시 계남로 284,14534,37.5047478081,126.7792675774
사립,안산강서고등학교,031-485-9742,경기도 안산시 단원구 와동 828번지,경기도 안산시 단원구 삼일로 367,15267,37.3347912923,126.8179432802
사립,안산국제비즈니스고등학교,031-483-6181,경기도 안산시 상록구 장상동 10번지,경기도 안산시 상록구 수인로 1981,15204,37.3603945750,126.8741505544
사립,안산고등학교,031-482-6575,경기도 안산시 상록구 장상동 10-3번지,경기도 안산시 상록구 청룡4길 8,15204,37.3599988243,126.8743119324
사립,안산동산고등학교,031-406-7773,경기도 안산시 상록구 본오동 968-1번지,경기도 안산시 상록구 충장로 56,15573,37.2868392038,126.8584700609
사립,안산디자인문화고등학교,031-400-3100,경기도 안산시 상록구 본오동 798번지,경기도 안산시 상록구 각골로 87,15535,37.2969224987,126.8713145420
공립,안성고등학교,031-670-0300,경기도 안성시 금산동 33-1번지,경기도 안성시 금산길 57,17587,37.0140283569,127.2713573882
사립,두원공업고등학교,031-677-2121,경기도 안성시 미양면 신기리 47-8번지,경기도 안성시 미양면 미양로 727,17598,36.9967051805,127.2418071478
공립,안성여자고등학교,031-8056-0105,경기도 안성시 신소현동 110번지,경기도 안성시 남파로 73-10,17568,37.0181393617,127.2579450579
사립,가온고등학교,031-674-5022,경기도 안성시 발화동 215-7번지,경기도 안성시 샛터길 46,17596,36.9884091121,127.2759289882
공립,안양고등학교,031-443-2142,경기도 안양시 만안구 박달동 144-3번지,경기도 안양시 만안구 삼봉로 46,14016,37.4004932431,126.9013625827
공립,비전고등학교,031-610-9704,경기도 평택시 비전동 1088번지,경기도 평택시 비전3로 12,17853,37.0008452781,127.1050925819
공립,부곡고등학교,031-363-0254,경기도 안산시 상록구 부곡동 446-3번지,경기도 안산시 상록구 시낭로 78,15278,37.3315332422,126.8574693595
공립,풍산고등학교,031-790-0900,경기도 하남시 덕풍동 778번지,경기도 하남시 덕풍서로 11,12931,37.5511642220,127.1997390778
공립,고양국제고등학교,031-839-5000,경기도 고양시 일산동구 식사동 1483번지,경기도 고양시 일산동구 위시티4로 112,10321,37.6843456409,126.8090618197
공립,저현고등학교,031-960-1802,경기도 고양시 일산동구 식사동 1552번지,경기도 고양시 일산동구 위시티3로 37,10323,37.6777975204,126.8160174083
공립,동탄국제고등학교,031-8015-9000,경기도 화성시 반송동 203번지,경기도 화성시 동탄나루로 27,18441,37.1892765097,127.0783123109
공립,광휘고등학교,02-6310-9190,경기도 광명시 소하동 1390번지,경기도 광명시 서원로 41,14330,37.4289123735,126.8819106090
공립,화성반월고등학교,031-8019-2520,경기도 화성시 반월동 945번지,경기도 화성시 효행로 1281-66,18396,37.2247880951,127.0551081946
공립,매홀고등학교,031-370-4350,경기도 오산시 수청동 632번지,경기도 오산시 내삼미로80번길 9-10,18114,37.1694565257,127.0688481196
공립,수원칠보고등학교,031-8007-5855,경기도 수원시 권선구 금곡동 1073번지,경기도 수원시 권선구 금곡로 127,16389,37.2750721015,126.9450729882
공립,곡정고등학교,031-547-7000,경기도 수원시 권선구 권선동 1338번지,경기도 수원시 권선구 덕영대로1190번길 130,16662,37.2438421514,127.0200888622
공립,운양고등학교,031-996-6285,경기도 김포시 운양동 1325-6번지,경기도 김포시 김포한강11로 58,10077,37.6451094869,126.6898276361
공립,도래울고등학교,031-968-9261,경기도 고양시 덕양구 도내동 1098번지,경기도 고양시 덕양구 도래울1로 67,10551,37.6285914589,126.8706052015
공립,안양공업고등학교,031-463-0110,경기도 안양시 만안구 안양동 881-3번지,경기도 안양시 만안구 양화로28번길 69,14007,37.3995667306,126.9143403009
사립,안양여자고등학교,031-428-0844,경기도 안양시 만안구 안양동 840-2번지,경기도 안양시 만안구 안양로 357,13988,37.4035245767,126.9163319845
사립,안양예술고등학교,031-466-8855,경기도 안양시 만안구 안양동 산42-1번지,경기도 안양시 만안구 양화로25번길 40,14012,37.3958022550,126.9113644188
사립,안양외국어고등학교,031-470-4000,경기도 안양시 만안구 안양동 산41-1번지,경기도 안양시 만안구 양화로37번길 36,14011,37.3957638890,126.9090938926
공립,경기물류고등학교,031-650-9911,경기도 평택시 안중읍 안중리 293-46번지,경기도 평택시 안중읍 안현로 403,17936,36.9869167864,126.9296211166
사립,야탑고등학교,(031)697-0100,경기도 성남시 분당구 야탑동 145-3번지,경기도 성남시 분당구 판교로 738,13510,37.4037726208,127.1535618320

