교육청명,교육지원청명,유치원명,설립유형,대표자명,유치원장명,설립일,개업일자,전화번호,홈페이지주소,운영시간,3세학급수,4세학급수,5세학급수,혼합학급수,특수학급수,인가총정원수,3세모집정원수,4세모집정원수,5세모집정원수,혼합모집정원수,특수학급모집정원수,3세영유아수,4세영유아수,5세영유아수,혼합영유아수,특수영유아수,공시차수,정제도로명주소,정제지번주소,정제우편번호,정제WGS84위도,정제WGS84경도
경기도교육청,평택교육지원청,서탄초등학교내수분교장병설유치원,공립(병설),이윤희,이윤희,19980301,19980301,031-664-2787,http://www.seotan.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,3,,20222,경기도 평택시 서탄면 수월암3길 61,경기도 평택시 서탄면 수월암리 1063번지,17700,37.1193680844,127.0159453720
경기도교육청,평택교육지원청,안중유치원,사립(사인),임민숙,이미숙,19820601,19820601,031-682-1288,https://anjungkids.modoo.at,07시00분~19시30분,2,1,1,0,,90,32,22,26,0,,13,20,21,0,,20222,경기도 평택시 안중읍 경성1길 27,경기도 평택시 안중읍 안중리 148-7번지,17935,36.9895000576,126.9401761086
경기도교육청,평택교육지원청,효덕초등학교병설유치원,공립(병설),석남기,석남기,19810309,19810309,031-662-7263,,09시00분~17시00분,1,1,1,0,,64,16,22,26,0,,7,14,26,0,,20222,경기도 평택시 고덕면 효덕새싹길 6-5,경기도 평택시 고덕면 방축리 643-1번지,17821,37.0166661825,127.0355729492
경기도교육청,평택교육지원청,숲아이유치원,사립(사인),오현미,오현미,20141204,20150301,031-681-1305,,07시20분~18시00분,3,3,4,0,,324,54,66,80,0,,39,65,79,0,,20222,경기도 평택시 청북읍 안청로1길 84,경기도 평택시 청북읍 옥길리 1098번지,17804,37.0198821859,126.9111856453
경기도교육청,평택교육지원청,평택이화초등학교병설유치원,공립(병설),박제은,박제은,20160301,20160301,0316475080,http://www.ehwa-pt.es.kr,09시00분~18시00분,1,1,1,0,,62,14,22,26,0,,14,22,26,0,,20222,경기도 평택시 평남로 906,경기도 평택시 비전동 1034번지,17855,37.0038580331,127.1084038828
경기도교육청,평택교육지원청,푸른동삭유치원,공립(단설),유미숙,유미숙,20210901,20210901,031-289-9000,https://prds-k.goept.kr/prds-k/main.do,09시00분~19시00분,5,5,5,0,3,312,68,106,126,0,12,68,99,118,0,12,20222,경기도 평택시 상서재로2길 45,경기도 평택시 동삭동 840-2번지,18032,37.0153828920,127.1016337773
경기도교육청,평택교육지원청,평택고덕유치원,공립(단설),오미근,오미근,20210302,20210302,031-657-6888,https://pyeongtaekgodeok-k.goept.kr/pyeongtaekgodeok-k/main.do,08시00분~19시00분,5,4,4,0,3,272,76,84,100,0,12,71,83,98,0,12,20222,경기도 평택시 고덕국제2로 107,경기도 평택시 고덕동 1902-2번지,18008,37.0524138660,127.0464443518
경기도교육청,평택교육지원청,평택서재초등학교병설유치원,공립(병설),최동석,최동석,20181101,20181101,031-8024-9170,,09시00분~17시30분,1,1,1,0,,62,14,22,26,0,,12,17,26,0,,20222,경기도 평택시 상서재로6길 19,경기도 평택시 동삭동 856번지,18032,37.0182573416,127.1039907476
경기도교육청,평택교육지원청,평택대동초등학교병설유치원,공립(병설),이병관,이병관,20200301,20200301,031-8053-0980,https://ptdd-e.goept.kr/ptdd-e/main.do,09시00분~19시00분,1,1,1,0,,64,16,22,26,0,,9,15,26,0,,20222,경기도 평택시 소사서로 17,경기도 평택시 소사동,18034,36.9888505222,127.1313711428
경기도교육청,평택교육지원청,군문유치원,공립(단설),최은화,최은화,20200301,20200301,031-692-2131,http://gm-k.goept.kr,08시00분~19시00분,2,2,2,0,2,132,28,44,52,0,8,17,23,25,0,8,20222,경기도 평택시 군문1길 12-10,경기도 평택시 군문동 270-7번지,17923,36.9845518575,127.0827147998
경기도교육청,평택교육지원청,현촌초등학교병설유치원,공립(병설),윤찬중,윤찬중,20151102,20151103,031-617-8670,http://www.hyeonchon.es.kr,09시00분~18시00분,1,1,1,0,,64,16,22,26,0,,12,13,26,0,,20222,경기도 평택시 현촌3길 10,경기도 평택시 용이동 593-1번지,17869,37.0005620568,127.1319664734
경기도교육청,평택교육지원청,평택파랑새유치원,사립(사인),이종우,이종우,20110112,20110301,031-651-0932,,09시00분~18시30분,6,6,5,0,,405,108,132,130,0,,108,125,130,0,,20222,경기도 평택시 청룡길 107,경기도 평택시 청룡동 217-10번지,17875,37.0227169997,127.1254515453
경기도교육청,평택교육지원청,가내초등학교병설유치원,공립(병설),황은주,황은주,20171023,20171030,031-6861603,http://www.ganae.es.kr,09시00분~17시00분,1,1,1,0,,62,14,22,26,0,,10,18,26,0,,20222,경기도 평택시 비전2로 265,경기도 평택시 죽백동 738번지,17858,37.0066810311,127.1143690235
경기도교육청,평택교육지원청,평택청아초등학교병설유치원,공립(병설),최수봉,최수봉,20180301,20180301,031-5182-0902,http://www.ptcheonga.es.kr,09시00분~17시00분,1,1,1,0,,62,14,22,26,0,,5,10,13,0,,20222,경기도 평택시 청북읍 안청로4길 26,경기도 평택시 청북읍 옥길리 1136번지,17805,37.0232938690,126.9157011825
경기도교육청,평택교육지원청,사랑유치원,사립(사인),양유찬. 이선미,서미영,20161117,20170301,031-667-8226,http://www.sr8226.co.kr,09시00분~18시30분,5,5,4,0,,322,90,110,104,0,,90,110,97,0,,20222,경기도 평택시 비전8길 2-10,경기도 평택시 비전동 1077번지,17852,37.0019691587,127.1069299969
경기도교육청,평택교육지원청,평택대동유치원,공립(단설),김정혜,김정혜,20220301,20220301,031-692-2200,https://daedong-k.goept.kr/daedong-k/main.do,09시00분~19시00분,2,1,1,0,2,76,23,19,26,0,8,23,14,12,0,8,20222,경기도 평택시 소사6길 34,경기도 평택시 소사동 107-62번지,18034,36.9910947234,127.1312479366
경기도교육청,평택교육지원청,풀꽃향기유치원,사립(사인),김경숙,한재옥,20180119,20180301,031-686-7796,,07시30분~18시30분,2,3,2,0,,176,36,66,44,0,,34,51,35,0,,20222,,경기도 평택시 청북읍 옥길리 1071번지 브라운스톤청북,17802,37.0192923632,126.9067834692
경기도교육청,평택교육지원청,평택모산초등학교병설유치원,공립(병설),이수영,이수영,20200901,20200901,0316861405,https://ptmosan-e.goept.kr,09시00분~19시00분,1,1,1,0,,62,14,22,26,0,,12,20,26,0,,20222,경기도 평택시 지제동삭1로 175,경기도 평택시 동삭동 366-1번지,18028,37.0199494329,127.0899521525
경기도교육청,평택교육지원청,평택새빛초등학교병설유치원,공립(병설),여명현,여명현,20190901,20190901,031-659-7670,,08시30분~18시00분,1,1,1,0,,62,14,22,26,0,,14,22,26,0,,20222,경기도 평택시 원칠원길 20,경기도 평택시 칠원동 110-1번지,17726,37.0285884359,127.1014973646
경기도교육청,평택교육지원청,청북유치원,공립(단설),김종옥,김종옥,20210301,20210301,031-8054-7501,https://cb-k.goept.kr/cb-k/main.do,08시00분~19시00분,2,3,2,0,1,146,28,65,49,0,4,24,48,45,0,4,20222,경기도 평택시 청북읍 안청로4길 49,경기도 평택시 청북읍 옥길리 1149번지,17806,37.0234686674,126.9200955723
경기도교육청,안산교육지원청,바다유치원,사립(사인),변미옥,김은실,20061002,20061002,031-414-0016,,09시00분~17시00분,5,4,4,0,,405,150,120,135,0,,89,102,111,0,,20202,경기도 안산시 상록구 부루지성모길 14,경기도 안산시 상록구 월피동 462-1번지,15280,37.3343366656,126.8525350257
경기도교육청,안산교육지원청,뿌리유치원,사립(사인),윤학숙,윤학숙,20050110,20050301,031-415-5400,,09시00분~19시00분,3,2,2,0,,376,45,44,52,0,,36,40,52,0,,20222,경기도 안산시 상록구 정재로4길 12,경기도 안산시 상록구 부곡동 639-6번지,15304,37.3340310945,126.8660159518
경기도교육청,안산교육지원청,아이숲유치원,사립(법인),이경수,이애정,19941223,19941223,031-418-4824,,10시00분~19시00분,3,2,1,0,,124,54,44,26,0,,54,39,23,0,,20222,경기도 안산시 상록구 감골1로 27,경기도 안산시 상록구 사동 1346번지,15624,37.2878704159,126.8525159773
경기도교육청,안산교육지원청,성안초등학교병설유치원,공립(병설),김정죽,김정죽,20000310,20000310,031-437-3262,http://www.seongan.es.kr,08시40분~18시00분,,,1,1,,42,,,26,16,,,,7,14,,20222,경기도 안산시 상록구 삼리로 119,경기도 안산시 상록구 사동 1535번지,15501,37.3048959193,126.8538707983
경기도교육청,평택교육지원청,청옥초등학교병설유치원,공립(병설),박상흠,박상흠,20110307,20110307,031-684-2706,http://www.cheong-ok.es.kr,09시00분~17시00분,,1,1,0,,48,,22,26,0,,,15,24,0,,20222,경기도 평택시 청북읍 안청로1길 76,경기도 평택시 청북읍 옥길리 1103번지,17804,37.0189119710,126.9118563864
경기도교육청,평택교육지원청,서정리초등학교병설유치원,공립(병설),김쾌수,김쾌수,19820301,19820301,031-664-0214,,09시00분~17시30분,1,1,1,0,1,68,16,22,26,0,4,5,6,18,0,4,20222,경기도 평택시 서두물로 21,경기도 평택시 서정동 278번지,17779,37.0583534209,127.0581626199
경기도교육청,평택교육지원청,갈곶초등학교병설유치원,공립(병설),노상범,노상범,19850306,19850306,031-372-5125,http://galgot.es.kr/,09시00분~19시00분,,,,1,1,20,,,,16,4,,,,11,3,20222,경기도 평택시 진위면 엘지로 57,경기도 평택시 진위면 갈곶리 240-6번지,17707,37.1256233603,127.0720463264
경기도교육청,평택교육지원청,서탄초등학교병설유치원,공립(병설),이윤희,이윤희,19850206,19850206,031-611-1926,http://www.seotan.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,11,,20222,경기도 평택시 서탄면 금암2길 121,경기도 평택시 서탄면 금암리 233-1번지,17704,37.1073878249,127.0361338085
경기도교육청,평택교육지원청,성바울로유치원,사립(법인),이용훈,김정숙,19960306,19960306,031-691-3455,http://cafe.daum.net/LovePauls,09시00분~18시00분,1,,1,2,,130,18,,26,42,,18,,23,40,,20222,경기도 평택시 팽성읍 부용로 7-15,경기도 평택시 팽성읍 송화리 12-3번지,17989,36.9618126874,127.0565081305
경기도교육청,평택교육지원청,송북초등학교병설유치원,공립(병설),배향원,배향원,19820301,19820301,031-664-1514,,09시00분~18시00분,1,1,1,0,,64,16,22,26,0,,10,17,18,0,,20222,경기도 평택시 지산로 90,경기도 평택시 지산동 642번지,17727,37.0800164863,127.0659799222
경기도교육청,평택교육지원청,현화초등학교병설유치원,공립(병설),이선환,이선환,20000301,20000301,031-682-4904,http://hyunhwa.es.kr,09시00분~18시00분,1,1,1,0,,64,16,22,26,0,,9,13,16,0,,20222,경기도 평택시 안중읍 안현로서7길 80,경기도 평택시 안중읍 현화리 826-1번지,17938,36.9824033677,126.9190365732
경기도교육청,평택교육지원청,유진유치원,사립(사인),김향구,박영실,19960306,19960306,031-664-3577,http://cafe.naver.com/yujinkids,07시30분~18시30분,1,1,1,0,,94,15,18,20,0,,6,11,5,0,,20222,,경기도 평택시 지산동 1134번지 미주2차아파트,17729,37.0791528067,127.0639822457
경기도교육청,안양과천교육지원청,키즈브라운유치원,사립(사인),장종환,손미희,20060301,20060301,031-382-6982,,09시00분~18시00분,1,,,1,,25,8,,,13,,8,,,24,,20222,,"경기도 안양시 동안구 호계동 1053-4번지 목련동아,경남아파트",14074,37.3842281307,126.9525381820
경기도교육청,안양과천교육지원청,햇빛유치원,사립(사인),이옥순,이옥순,20041018,20041018,031-386-7075,,09시00분~18시30분,3,3,2,0,,200,54,66,52,0,,50,67,44,0,,20222,경기도 안양시 동안구 달안로 69,경기도 안양시 동안구 비산동 1101-2번지,14043,37.3964040550,126.9502465673
경기도교육청,안양과천교육지원청,일심유치원,사립(법인),박현희,박현희,19950623,19950623,031-453-7733,http://iskids.kidswon.com,09시00분~17시00분,1,2,2,0,,110,18,37,44,0,,18,38,43,0,,20222,경기도 안양시 동안구 갈산로 55,경기도 안양시 동안구 호계동 1094-1번지,14109,37.3769359704,126.9603733360
경기도교육청,안양과천교육지원청,우암숲유치원,사립(사인),이혜란,이혜란,19920821,19920901,031-381-1074,http://cafe.naver.com/wooam,09시00분~18시30분,,1,1,2,,95,,22,26,40,,,23,27,40,,20222,,경기도 안양시 동안구 호계동 1052-3번지 목련우성아파트,14075,37.3889844715,126.9558135150
경기도교육청,안양과천교육지원청,달안초등학교병설유치원,공립(병설),이경애,이경애,19941001,19941001,031-385-9196,http://www.daran.es.kr,09시00분~17시00분,,,,1,,22,,,,22,,,,,12,,20222,경기도 안양시 동안구 동안로 178,경기도 안양시 동안구 비산동 1109-1번지,14046,37.3946096509,126.9501015084
경기도교육청,광명교육지원청,하안북초등학교병설유치원,공립(병설),최광호,최광호,19900301,19900301,02-899-6034,,09시00분~18시00분,2,1,1,0,,76,28,22,26,0,,19,8,17,0,,20222,경기도 광명시 가림로 18,경기도 광명시 하안동 684-1번지,14258,37.4647011639,126.8691660017
경기도교육청,광명교육지원청,한솔유치원,사립(사인),기대원,한선주,19940106,19940217,028972266,,09시30분~18시00분,,,1,1,,50,,,15,15,,,,5,3,,20211,경기도 광명시 기아로 9,경기도 광명시 소하동 898-1번지,14326,37.4366306880,126.8806941539
경기도교육청,광명교육지원청,소하초등학교병설유치원,공립(병설),김미숙,김미숙,20040301,20040301,02-808-7254,http://www.soha.es.kr,09시00분~17시00분,1,1,1,0,,62,14,22,26,0,,5,8,12,0,,20222,경기도 광명시 소하일로 45,경기도 광명시 소하동 1328번지,14317,37.4492754886,126.8873620217
경기도교육청,동두천양주교육지원청,유니유치원,사립(사인),변주선,이주비,20040322,20040322,031-856-6700,,09시00분~18시00분,,4,4,0,,180,,88,92,0,,,86,91,0,,20222,경기도 양주시 부흥로1907번길 115,경기도 양주시 광사동 264-6번지,11488,37.7975521948,127.0735949150
경기도교육청,동두천양주교육지원청,주원초등학교병설유치원,공립(병설),강종숙 ,강종숙 ,20070907,20070907,031-860-6129,,09시00분~17시00분,,,,1,,22,,,,22,,,,,10,,20222,경기도 양주시 고암길 242,경기도 양주시 고암동 580-5번지,11454,37.8355311227,127.0729445513
경기도교육청,동두천양주교육지원청,홉그루유치원,사립(사인),이순화,이순화,20120302,20120302,031-846-5593,,09시00분~16시00분,4,5,4,0,,301,72,110,104,0,,72,109,103,0,,20222,경기도 양주시 송랑로 39-52,경기도 양주시 만송동 445-5번지,11494,37.7902232969,127.0858917933
경기도교육청,동두천양주교육지원청,예일유치원,사립(사인),김성자,김성자,20100302,20100302,031-848-5553,http://www.yaleschool.moapp.kr,09시00분~19시00분,4,4,4,0,,317,72,88,104,0,,72,88,104,0,,20222,경기도 양주시 고읍로 17,경기도 양주시 고읍동 443번지,11481,37.8010508462,127.0790385639
경기도교육청,동두천양주교육지원청,아름솔유치원,사립(사인),민연옥,전은혜,20080301,20080301,031-826-0320,http://www.arsol.org,08시30분~17시30분,2,2,2,0,,132,34,40,40,0,,34,28,26,0,,20222,경기도 양주시 장흥면 북한산로1011번길 137,경기도 양주시 장흥면 교현리 180-11번지,11523,37.7079657182,126.9663205956
경기도교육청,동두천양주교육지원청,아이림유치원,사립(사인),김현규,신혜란,20090303,20090303,031-847-0104,,08시00분~19시00분,2,2,2,1,,147,36,44,52,22,,35,44,40,21,,20222,경기도 양주시 부흥로 2067-8,경기도 양주시 고읍동 21-2번지,11477,37.8050712774,127.0842753260
경기도교육청,동두천양주교육지원청,삼숭초등학교병설유치원,공립(병설),김현희,김현희,20050921,20050921,031-840-7440,http://www.sams.es.kr,09시00분~18시00분,,,1,1,,42,,,26,16,,,,22,3,,20222,경기도 양주시 삼숭로38번길 112,경기도 양주시 삼숭동 679-2번지,11486,37.7967258573,127.1081636234
경기도교육청,동두천양주교육지원청,삼상초등학교병설유치원,공립(병설),강경희,강경희,19810301,19810301,031-855-8656,http://www.samsang.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,7,,20222,경기도 양주시 장흥면 일영로 641,경기도 양주시 장흥면 삼상리 288번지,11524,37.6993975919,126.9304568855
경기도교육청,동두천양주교육지원청,지엘유치원,사립(사인),유문성,류가영,20111001,20111001,031-858-8355,,08시30분~18시00분,3,3,3,0,,180,51,64,65,0,,51,58,64,0,,20222,경기도 양주시 청담로243번길 203-15,경기도 양주시 고암동 493-2번지,11458,37.8192112012,127.0663123195
경기도교육청,동두천양주교육지원청,칠봉초등학교병설유치원,공립(병설),최광순,최광순,20010301,20010301,031-859-2542,https://chilbong-e.goedy.kr/chilbong-e/na/ntt/selectNttList.do?mi=1217&bbsId=528,09시00분~17시00분,,,1,1,1,46,,,26,16,4,,,19,16,4,20222,경기도 양주시 회정로 156,경기도 양주시 고암동 121번지,11454,37.8380904159,127.0703499761
경기도교육청,동두천양주교육지원청,양주백석초등학교병설유치원,공립(병설),김남숙,김남숙,19810310,19810310,031-879-4805,http://www.yjubs.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,5,,20212,경기도 양주시 백석읍 중앙로223번길 10-11,경기도 양주시 백석읍 오산리 524번지,11516,37.7963280000,126.9859262334
경기도교육청,동두천양주교육지원청,사랑유치원,사립(사인),유재학,최현진,20090825,20090825,031-857-2222,,08시50분~16시00분,3,3,2,0,,180,54,67,59,0,,44,64,54,0,,20222,경기도 양주시 고암길 270,경기도 양주시 고암동 121-7번지,11454,37.8349467792,127.0708796054
경기도교육청,동두천양주교육지원청,가납초등학교병설유치원,공립(병설),김복선,김복선,19810225,19810225,031-836-8940,http://ganap.es.kr,09시00분~18시00분,1,1,1,0,,61,14,22,25,0,,8,11,19,0,,20222,경기도 양주시 광적면 부흥로 793,경기도 양주시 광적면 가납리 799-2번지,11418,37.8192235879,126.9823361840
경기도교육청,동두천양주교육지원청,중앙유치원,사립(법인),김기진,이순선,20111101,20111101,031-857-4578,,07시30분~19시00분,3,3,3,0,,218,48,66,72,0,,31,32,38,0,,20222,경기도 양주시 평화로1454번길 34,경기도 양주시 덕계동 425-1번지,11444,37.8193367083,127.0493254458
경기도교육청,동두천양주교육지원청,양주덕현초등학교병설유치원,공립(병설),조혜숙,조혜숙,19810310,19810310,031-847-8772,,09시00분~17시00분,,1,1,0,,48,,22,26,0,,,14,18,0,,20222,경기도 양주시 부흥로 1989,경기도 양주시 고읍동 80-2번지,11481,37.7996421696,127.0808299148
경기도교육청,동두천양주교육지원청,고암초등학교병설유치원,공립(병설),최순월,최순월,20000301,20000301,031-858-5436,http://www.koam.es.kr,09시00분~17시30분,,,1,1,,42,,,26,16,,,,12,9,,20222,경기도 양주시 고암길 320,경기도 양주시 덕정동 208-13번지,11456,37.8353779419,127.0680132714
경기도교육청,연천교육지원청,연천초등학교병설유치원,공립(병설),윤영희,윤영희,19810301,19810309,031-834-8062,,08시40분~17시00분,,,1,1,,42,,,26,16,,,,11,9,,20222,경기도 연천군 연천읍 연천로 228,경기도 연천군 연천읍 차탄리 72번지,11017,38.0977066453,127.0753123592
경기도교육청,연천교육지원청,본원유치원,사립(사인),윤자현,문성엽,19920201,19920225,031-832-5892,,09시00분~17시00분,2,2,2,0,,130,32,48,50,0,,27,20,41,0,,20222,경기도 연천군 전곡읍 선사로398번길 9,경기도 연천군 전곡읍 전곡리 326-27번지,11031,38.0249967810,127.0741942553
경기도교육청,연천교육지원청,연천왕산초등학교병설유치원,공립(병설),전근배,전근배,19810301,19810301,031-833-6001,,09시00분~17시00분,,,,1,,20,,,,20,,,,,6,,20222,경기도 연천군 미산면 왕산로 15,경기도 연천군 미산면 우정리 397번지,11044,38.0562415803,127.0110138298
경기도교육청,동두천양주교육지원청,라온숲유치원,사립(사인),방선주,방선주,19980302,19980302,031-865-8451,https://raonforest.modoo.at/,07시00분~21시00분,1,,,1,,120,22,,,26,,4,,,6,,20222,경기도 동두천시 삼육사로 1146-12,경기도 동두천시 생연동 14번지,11359,37.8938430777,127.0747574814
경기도교육청,동두천양주교육지원청,동두천송내초등학교병설유치원,공립(병설),안상란,안상란,20030908,20030908,031-858-7188,,09시00분~17시00분,,,,1,,22,,,,22,,,,,7,,20222,경기도 동두천시 중앙로 52,경기도 동두천시 송내동 665-4번지,11351,37.8861173737,127.0524554977
경기도교육청,동두천양주교육지원청,지행초등학교병설유치원,공립(병설),장종옥,장종옥,20090826,20090826,031-862-0874,,09시00분~17시00분,,,1,0,,26,,,26,0,,,,19,0,,20222,경기도 동두천시 행선로 40,경기도 동두천시 지행동 322-10번지,11364,37.8919652921,127.0616323250
경기도교육청,동두천양주교육지원청,소요초등학교병설유치원,공립(병설),홍상현,홍상현,19840615,19840615,031-865-9275,https://soyo-e.goedy.kr/soyo-e/main.do,09시00분~17시00분,,,,1,,20,,,,20,,,,,12,,20222,경기도 동두천시 봉동로 64,경기도 동두천시 상봉암동 237-2번지,11301,37.9484930057,127.0540236782
경기도교육청,동두천양주교육지원청,이담초등학교병설유치원,공립(병설),최덕기,최덕기,20040901,20040901,031-859-9763,http://www.idam.es.kr/,09시00분~17시00분,,,1,0,,26,,,26,0,,,,9,0,,20222,경기도 동두천시 이담로 21,경기도 동두천시 지행동 717-7번지,11349,37.8895724838,127.0509106356
경기도교육청,동두천양주교육지원청,동보초등학교병설유치원,공립(병설),신정선,신정선,19810301,19810301,031-864-2562,http://www.dongbo.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,14,,20222,경기도 동두천시 강변로640번길 31,경기도 동두천시 동두천동 213번지,11305,37.9245821422,127.0517673428
경기도교육청,동두천양주교육지원청,효성유치원,사립(법인),이소영,이소영,19620215,19620215,031-864-4302,http://cafe.naver.com/hs4302,09시00분~17시00분,1,1,1,0,,110,18,22,26,0,,10,19,19,0,,20222,경기도 동두천시 동광로 64,경기도 동두천시 생연동 613번지,11329,37.9081196461,127.0552457872
경기도교육청,동두천양주교육지원청,예솔유치원,사립(사인),김태숙,김태숙,19910121,19910121,031-864-4853,http://cafe.naver.com/yesall1004 ,10시00분~19시30분,1,2,1,0,,91,18,20,20,0,,13,16,15,0,,20222,경기도 동두천시 장고갯로192번길 9,경기도 동두천시 생연동 180-2번지,11309,37.9118651184,127.0662695138
경기도교육청,동두천양주교육지원청,동두천사동유치원,공립(단설),유은미,유은미,20120308,20120308,031-858-0170,https://sadong-k.goedy.kr/sadong-k/main.do,09시00분~18시00분,1,2,2,0,2,110,13,41,48,0,8,11,28,21,0,8,20222,경기도 동두천시 생연로 65,경기도 동두천시 생연동 783번지,11342,37.8977973197,127.0475053326
경기도교육청,안산교육지원청,다샘유치원,사립(사인),이미숙,이미숙,19940302,19940302,031-406-9800,,09시00분~19시00분,2,1,1,0,,120,30,20,25,0,,24,10,18,0,,20202,,경기도 안산시 상록구 본오동 879-16번지 신안2차아파트,15539,37.2976856603,126.8623269770
경기도교육청,안산교육지원청,자연유치원,사립(사인),최주영,문태연,20120229,20120229,031-501-4633,,09시00분~19시00분,3,4,4,0,,297,54,88,104,0,,54,87,98,0,,20222,경기도 안산시 상록구 감골1로 60,경기도 안산시 상록구 사동 1344번지,15623,37.2902383502,126.8520218496
경기도교육청,안산교육지원청,예은유치원,사립(사인),권영무,남상주,20100302,20100302,031-437-0474,,08시00분~19시00분,1,1,1,1,,80,16,22,26,16,,11,19,24,11,,20222,,경기도 안산시 상록구 사동 1553번지 숲속마을아파트,15505,37.3035999461,126.8395401731
경기도교육청,안산교육지원청,세라유치원,사립(사인),이은미,전태라,20020118,20020118,031-502-3330,,09시00분~18시00분,2,2,2,1,,177,36,44,52,20,,36,44,52,20,,20222,,경기도 안산시 상록구 이동 664-1번지 푸르지오2차아파트,15491,37.3090825811,126.8431822880
경기도교육청,동두천양주교육지원청,남면초등학교병설유치원,공립(병설),양동용,양동용,20090814,20090814,031-867-5337,http://www.nammyen.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,9,,20222,경기도 양주시 남면 개나리18길 100,경기도 양주시 남면 신산리 286-2번지,11404,37.8942882498,126.9751347507
경기도교육청,동두천양주교육지원청,덕도초등학교병설유치원,공립(병설),서경희,서경희,19810301,19810301,031-855-2448,http://www.deokdo.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,3,,20222,경기도 양주시 광적면 광적로224번길 122,경기도 양주시 광적면 석우리 525-14번지,11414,37.8405544643,126.9775615010
경기도교육청,동두천양주교육지원청,봉암초등학교병설유치원,공립(병설),유훈균,유훈균,19800301,19800301,031-863-1653,,09시00분~17시00분,,,,1,,20,,,,20,,,,,7,,20222,경기도 양주시 은현면 삼육사로 473,경기도 양주시 은현면 봉암리 403-3번지,11425,37.9108423775,127.0057437333
경기도교육청,동두천양주교육지원청,산북초등학교병설유치원,공립(병설),윤행숙,윤행숙,20000310,20000310,031-840-4135,http://www.sanbook.es.kr/,09시00분~17시00분,,,,1,,20,,,,20,,,,,4,,20202,경기도 양주시 평화로1261번길 96-46,경기도 양주시 산북동 352-1번지,11497,37.8060842361,127.0391820588
경기도교육청,동두천양주교육지원청,덕계초등학교병설유치원,공립(병설),이준숙,이준숙,20040901,20040901,031-864-9217,http://deokgye-es.e-wut.co.kr,08시30분~17시00분,,,1,1,1,46,,,26,16,4,,,10,11,4,20222,경기도 양주시 평화로1489번길 29,경기도 양주시 덕계동 524-9번지,11440,37.8230069556,127.0474737617
경기도교육청,동두천양주교육지원청,솔빛유치원,사립(사인),이경희,최정희,20161212,20170303,031-866-4319,,08시30분~18시30분,3,4,4,0,,207,54,74,79,0,,54,74,79,0,,20222,경기도 양주시 어하고개로 27-75,경기도 양주시 옥정동 405번지,11477,37.8107679947,127.0947406416
경기도교육청,동두천양주교육지원청,옥정초등학교병설유치원,공립(병설),기정은,기정은,20170901,20170901,031-870-8791,http://oj.es.kr/,09시00분~18시00분,1,1,1,0,,64,16,22,26,0,,7,13,27,0,,20222,경기도 양주시 옥정로5길 42-9,경기도 양주시 옥정동 956번지,11472,37.8233914596,127.0884108313
경기도교육청,동두천양주교육지원청,율빛초등학교병설유치원,공립(병설),홍순옥,홍순옥,20210301,20210301,031-894-0690,http://yulbit.es.kr/,09시00분~19시00분,,,2,1,,64,,,48,16,,,,32,16,,20222,경기도 양주시 옥정동로4길 67,경기도 양주시 옥정동 1086번지,11476,37.8142097733,127.1023111067
경기도교육청,동두천양주교육지원청,양주유치원,공립(단설),김희숙,김희숙,20151222,20160310,031-864-9260,https://yangju-k.goedy.kr,09시00분~18시30분,4,5,5,0,4,300,56,110,130,0,4,43,89,123,0,16,20222,경기도 양주시 옥정동로 240,경기도 양주시 옥정동 1033번지,11467,37.8281696101,127.0992135492
경기도교육청,연천교육지원청,온골유치원,공립(단설),박순영,박순영,20110301,20110301,031-833-0613,http://www.ongoll.kg.kr,09시00분~19시00분,2,1,2,0,1,106,28,22,52,0,4,21,17,30,0,4,20222,경기도 연천군 전곡읍 전곡로 56,경기도 연천군 전곡읍 전곡리 243-1번지,11031,38.0185781054,127.0737642976
경기도교육청,연천교육지원청,군남초등학교병설유치원,공립(병설),이희호,이희호,19810309,19810309,031-833-1970,,09시00분~17시00분,,,,1,,20,,,,20,,,,,7,,20222,경기도 연천군 군남면 진상17길 46,경기도 연천군 군남면 진상리 704-1번지,11007,38.0673908263,127.0154883092
경기도교육청,연천교육지원청,상리초등학교병설유치원,공립(병설),윤남희,윤남희,19810309,19810309,031-834-7743,,08시30분~17시00분,,,,1,,20,,,,20,,,,,10,,20222,경기도 연천군 연천읍 상리로 70,경기도 연천군 연천읍 상리 161-2번지,11009,38.1353788221,127.0751055427
경기도교육청,연천교육지원청,한여울유치원,사립(법인),최순호,최순호,19940101,19940101,031-832-4720,,09시00분~17시00분,2,2,1,0,,110,32,44,25,0,,32,39,24,0,,20222,경기도 연천군 전곡읍 전은길 14,경기도 연천군 전곡읍 전곡리 384-2번지,11025,38.0314313985,127.0715704225
