설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,천마중학교,031-522-2620,경기도 남양주시 화도읍 묵현리 400-4번지,경기도 남양주시 화도읍 먹갓로28번길 12,12157,37.6562428460,127.2766922894
공립,옥정중학교,031-860-4800,경기도 양주시 옥정동 산100-7번지,경기도 양주시 옥정로5길 55,11472,37.8220847026,127.0884521754
공립,미사강변중학교,031-8026-0519,경기도 하남시 선동 420번지,경기도 하남시 미사강변한강로 89,12901,37.5778252035,127.1854868644
공립,청계중학교,031-8077-3510,경기도 화성시 청계동 517번지,경기도 화성시 동탄대로시범길 47,18477,37.1994037544,127.1030802540
공립,봉담중학교,031-298-5816,경기도 화성시 봉담읍 상리 11-40번지,경기도 화성시 봉담읍 샘마을길 53,18316,37.2165380909,126.9533691061
사립,비봉중학교,031-356-0795,경기도 화성시 비봉면 양노리 259-3번지,경기도 화성시 비봉면 양노로109번길 5,18284,37.2383493423,126.8728272701
사립,삼괴중학교,031-351-3102,경기도 화성시 우정읍 조암리 139번지,경기도 화성시 우정읍 장안로 35,18564,37.0898265507,126.8222939606
사립,서신중학교,031-355-0782,경기도 화성시 서신면 상안리 872번지,경기도 화성시 서신면 바다뜰길 49-9,18555,37.1695635954,126.7005982397
공립,성호중학교,031-374-0147,경기도 오산시 원동 607-2번지,경기도 오산시 동부대로436번길 34,18150,37.1396121605,127.0818196140
사립,송산중학교,031-357-1020,경기도 화성시 송산면 사강리 551번지,경기도 화성시 송산면 송산포도로 162,18550,37.2158180793,126.7311835418
공립,양감중학교,031-352-8429,경기도 화성시 양감면 신왕리 475-1번지,경기도 화성시 양감면 초록로 49,18632,37.0811842740,126.9517997829
공립,매홀중학교,031-374-2632,경기도 오산시 수청동 634번지,경기도 오산시 내삼미로48번길 17,18114,37.1679693933,127.0689016230
사립,오산중학교,031-371-9000,경기도 오산시 청학동 26번지,경기도 오산시 청학로 43,18119,37.1543079675,127.0626050821
공립,운천중학교,031-377-7842,경기도 오산시 오산동 911-1번지,경기도 오산시 운암로 133,18134,37.1583031167,127.0780451793
사립,장안여자중학교,031-351-2082,경기도 화성시 장안면 사곡리 1번지,경기도 화성시 장안면 기아자동차로 814,18585,37.0776321183,126.8163049016
공립,정남중학교,031-352-3014,경기도 화성시 정남면 신리 85번지,경기도 화성시 정남면 신리길 76,18519,37.1651278448,126.9786538812
공립,지축중학교,02-3700-5600,경기도 고양시 덕양구 지축동,경기도 고양시 덕양구 오부자2길 14,10583,37.6524021904,126.9175070519
공립,안산해솔중학교,031-8085-1600,경기도 안산시 상록구 사동 1639-13번지,경기도 안산시 상록구 해양5로 10,15596,37.2813132927,126.8339142543
공립,정천중학교,031-292-4918,경기도 수원시 팔달구 화서동 708번지,경기도 수원시 팔달구 정자천로32번길 11,16423,37.2893373115,126.9820287419
공립,칠보중학교,031-291-3481,경기도 수원시 권선구 금곡동 1093번지,경기도 수원시 권선구 금곡로 126,16388,37.2735285036,126.9445993057
공립,구미중학교,031-726-2852,경기도 성남시 분당구 구미동 299-1번지,경기도 성남시 분당구 구미로173번길 29,13619,37.3463442200,127.1236016346
공립,호성중학교,031-451-7921,경기도 안양시 동안구 호계동 781-3번지,경기도 안양시 동안구 호성로 55,14127,37.3669099197,126.9637315123
공립,부천일신중학교,070-7099-8711,경기도 부천시 범박동 153-7번지,경기도 부천시 범안로96번길 44,14776,37.4731713275,126.8060005459
공립,선일중학교,031-503-9001,경기도 안산시 단원구 선부동 799-5번지,경기도 안산시 단원구 선부광장서로 59,15242,37.3355020746,126.8037922978
공립,진접중학교,031-529-6107,경기도 남양주시 진접읍 장현리 15-1번지,경기도 남양주시 진접읍 금강로 1641-1,12002,37.7365719221,127.1934193178
공립,현산중학교,031-9108-300,경기도 고양시 일산서구 일산동 1915번지,경기도 고양시 일산서구 일청로 85,10346,37.6912190690,126.7739504842
사립,헌산중학교,031-334-4004,경기도 용인시 처인구 원삼면 사암리 883-1번지,경기도 용인시 처인구 원삼면 내동로 50-13,17167,37.1738510445,127.2958954901
공립,생연중학교,031-857-9972,경기도 동두천시 생연동 714-4번지,경기도 동두천시 생연로 46,11344,37.8968684087,127.0497061763
공립,매원중학교,031-213-5585,경기도 수원시 영통구 매탄동 812번지,경기도 수원시 영통구 매탄로 177,16537,37.2666295666,127.0452416928
사립,매향중학교,031-259-0888,경기도 수원시 팔달구 매향동 110-2번지,경기도 수원시 팔달구 수원천로392번길 44-22,16254,37.2857533791,127.0192023625
공립,매현중학교,031-217-1653,경기도 수원시 영통구 매탄동 1284번지,경기도 수원시 영통구 동탄원천로881번길 20,16548,37.2548930847,127.0428201140
공립,송원중학교,031-252-3545,경기도 수원시 장안구 송죽동 376번지,경기도 수원시 장안구 송정로21번길 42,16306,37.2972958558,127.0028814601
공립,산남중학교,031-213-6105,경기도 수원시 영통구 매탄동 1216번지,경기도 수원시 영통구 매영로 79,16526,37.2691404688,127.0512832870
사립,삼일중학교,031-255-3133,경기도 수원시 팔달구 매향동 10-22번지,경기도 수원시 팔달구 수원천로 342,16254,37.2843984846,127.0185115589
공립,창용중학교,031-548-1401,경기도 수원시 장안구 연무동 241번지,경기도 수원시 장안구 연무로 8,16219,37.2931706938,127.0301441592
공립,수성중학교,031-255-0953,경기도 수원시 장안구 조원동 677-1번지,경기도 수원시 장안구 수성로363번길 2,16310,37.2947922254,127.0120819492
공립,수원북중학교,031-289-5810,경기도 수원시 장안구 영화동 22번지,경기도 수원시 장안구 광교산로 37,16277,37.2954237173,127.0210363108
사립,수원중학교,031-232-8215,경기도 수원시 팔달구 매교동 191번지,경기도 수원시 팔달구 정조로 666-10,16469,37.2681806088,127.0180621923
공립,수일여자중학교,031-248-2611,경기도 수원시 장안구 조원동 198-1번지,경기도 수원시 장안구 수일로 145,16293,37.3081055015,127.0076739475
공립,수일중학교,031-246-6113,경기도 수원시 장안구 파장동 414-1번지,경기도 수원시 장안구 수일로 103,16202,37.3101929323,127.0024580104
공립,연무중학교,031-216-2982,경기도 수원시 영통구 이의동 1325번지,경기도 수원시 영통구 센트럴타운로100번길 30,16505,37.2928314854,127.0519210959
공립,영덕중학교,031-202-2292,경기도 수원시 영통구 영통동 957-3번지,경기도 수원시 영통구 청명로 146,16707,37.2585389963,127.0729307150
공립,용인신릉중학교,031-286-1264,경기도 용인시 기흥구 신갈동 689번지,경기도 용인시 기흥구 새천년로 57,16958,37.2901636045,127.1161084369
공립,용인대덕중학교,031-896-3832,경기도 용인시 수지구 죽전동 1156번지,경기도 용인시 수지구 죽전로293번길 12,16876,37.3366484903,127.1274543732
공립,손곡중학교,031-264-9834,경기도 용인시 수지구 동천동 871번지,경기도 용인시 수지구 수풍로116번길 5,16828,37.3347642122,127.0944445534
공립,성지중학교,031-547-5600,경기도 용인시 기흥구 구갈동 576번지,경기도 용인시 기흥구 강남서로 26,16977,37.2740399198,127.1281127773
공립,언동중학교,031-283-9027,경기도 용인시 기흥구 언남동 132-5번지,경기도 용인시 기흥구 언남로 41,16916,37.2944182975,127.1303028464
공립,용신중학교,031-337-1902,경기도 용인시 처인구 김량장동 466-1번지,경기도 용인시 처인구 명지로 15-26,17061,37.2339408765,127.1924225401
공립,초지중학교,031-8040-8472,경기도 안산시 단원구 초지동 723-2번지,경기도 안산시 단원구 광덕3로 48,15442,37.3121845144,126.8178993015
사립,이우중학교,031-710-6902,경기도 성남시 분당구 동원동 157-1번지,경기도 성남시 분당구 동막로 287,13547,37.3529259584,127.0914901691
공립,대경중학교,031-541-1890,경기도 포천시 소흘읍 송우리 729-13번지,경기도 포천시 소흘읍 봉솔로 23,11177,37.8266866785,127.1395719909
공립,당동중학교,031-470-7900,경기도 군포시 당동 982-2번지,경기도 군포시 용호1로21번길 12,15872,37.3453797777,126.9373754896
공립,대호중학교,031-378-8374,경기도 오산시 궐동 617번지,경기도 오산시 궐리사로29번길 19,18121,37.1621473587,127.0569735430
사립,두레자연중학교,031-358-8773,경기도 화성시 우정읍 화산리 692-11번지,경기도 화성시 우정읍 두레길 42,18569,37.0593844208,126.7957507783
공립,송라중학교,031-523-7100,경기도 남양주시 화도읍 마석우리 592번지,경기도 남양주시 화도읍 마석로45번길 31,12174,37.6546311483,127.3029420108
사립,영복여자중학교,031-245-2514,경기도 수원시 팔달구 화서동 7-10번지,경기도 수원시 팔달구 장안로7번길 49,16434,37.2850297992,127.0033231548
사립,영신중학교,031-8012-8082,경기도 수원시 권선구 오목천동 537-1번지,경기도 수원시 권선구 삼천병마로1566번길 30,16636,37.2419204061,126.9669860354
공립,영일중학교,031-203-0053,경기도 수원시 영통구 영통동 1004번지,경기도 수원시 영통구 매영로 393,16705,37.2496977471,127.0758446910
공립,영통중학교,031-203-2093,경기도 수원시 영통구 영통동 964-2번지,경기도 수원시 영통구 영통로 316,16697,37.2536378824,127.0637229633
공립,원천중학교,031-211-4292,경기도 수원시 영통구 원천동 78-7번지,경기도 수원시 영통구 동수원로551번길 38,16501,37.2764061957,127.0490405931
공립,율전중학교,031-548-8106,경기도 수원시 장안구 율전동 168-41번지,경기도 수원시 장안구 덕영대로381번길 59,16358,37.3033653056,126.9663382816
공립,율현중학교,031-298-9672,경기도 수원시 팔달구 화서동 729번지,경기도 수원시 팔달구 일월로22번길 60,16424,37.2860862060,126.9826940588
공립,이목중학교,031-547-5210,경기도 수원시 장안구 이목동 241번지,경기도 수원시 장안구 장안로 426,16208,37.3183183969,126.9823716611
공립,천천중학교,031-547-5000,경기도 수원시 장안구 천천동 510번지,경기도 수원시 장안구 정자로42번길 16,16325,37.3002669660,126.9810736937
공립,청명중학교,031-547-4100,경기도 수원시 영통구 영통동 955-3번지,경기도 수원시 영통구 청명북로 118,16708,37.2618836817,127.0780995675
공립,호매실중학교,031-8025-5500,경기도 수원시 권선구 호매실동 395-27번지,경기도 수원시 권선구 금호로 32,16400,37.2685134203,126.9555200137
공립,화홍중학교,031-225-9917,경기도 수원시 권선구 권선동 1316번지,경기도 수원시 권선구 덕영대로1323번길 25-11,16554,37.2472452821,127.0348607212
공립,경수중학교,031-412-4100,경기도 안산시 상록구 성포동 594번지,경기도 안산시 상록구 삼일로 678,15293,37.3269387343,126.8513230468
공립,군자중학교,031-487-7341,경기도 시흥시 거모동 1418번지,경기도 시흥시 군자봉길 299,15067,37.3512574517,126.7840571118
공립,대부중학교,032-886-4272,경기도 안산시 단원구 대부북동 697-6번지,경기도 안산시 단원구 대부중앙로 3,15645,37.2477593571,126.5790592929
공립,목암중학교,031-960-0610,경기도 고양시 덕양구 고양동 723번지,경기도 고양시 덕양구 푸른마을로 65,10270,37.7139589446,126.9058952609
공립,다산새봄중학교,031-522-8400,경기도 남양주시 다산동 6129번지,경기도 남양주시 다산순환로 435,12285,37.6188356138,127.1591839327
공립,화성세정중학교,031-210-7300,경기도 화성시 산척동 741번지,경기도 화성시 동탄순환대로12길 60,18503,37.1671949313,127.1247622713
공립,치동중학교,031-220-8257,경기도 화성시 영천동 790번지,경기도 화성시 동탄순환대로 881-9,18470,37.2087037376,127.0917279612
공립,심학중학교,031-560-9739,경기도 파주시 동패동 2120번지,경기도 파주시 양지로 75,10888,37.7100261285,126.7170756079
공립,나래중학교,031-5186-2800,경기도 김포시 구래동 6893-3번지,경기도 김포시 김포한강9로 19,10070,37.6390821419,126.6257866929
공립,광교호수중학교,031-895-2800,경기도 수원시 영통구 원천동 596번지,경기도 수원시 영통구 월드컵로 8,16514,37.2726674396,127.0640192335
공립,향산중학교,031-8049-2800,경기도 김포시 고촌읍 향산리 146-2번지,경기도 김포시 고촌읍 상미로10번길 58,10121,37.6188296105,126.7445819636
공립,덕은한강중학교,031-994-6902,경기도 고양시 덕양구 덕은동,경기도 고양시 덕양구 대덕산로 111,10543,37.5822515389,126.8685038745
공립,판교대장중학교,031-724-0712,경기도 성남시 분당구 대장동 155-4번지,경기도 성남시 분당구 판교대장로5길 71,13544,37.3684519380,127.0697900057
공립,영성중학교,031-754-0868,경기도 성남시 중원구 하대원동 150번지,경기도 성남시 중원구 둔촌대로248번길 7,13406,37.4272078357,127.1472827254
공립,이매중학교,031-776-1000,경기도 성남시 분당구 이매동 102번지,경기도 성남시 분당구 양현로 194,13566,37.4019403074,127.1261032018
공립,장안중학교,031-702-6236,경기도 성남시 분당구 분당동 114번지,경기도 성남시 분당구 장안로 70,13584,37.3715457195,127.1465947950
공립,정자중학교,031-784-6702,경기도 성남시 분당구 정자동 123번지,경기도 성남시 분당구 황새울로 60,13611,37.3653558483,127.1101355711
공립,청솔중학교,031-714-2326,경기도 성남시 분당구 금곡동 124번지,경기도 성남시 분당구 금곡로 283,13617,37.3564776809,127.1102718305
공립,태평중학교,031-755-3506,경기도 성남시 수정구 태평동 5140번지,경기도 성남시 수정구 제일로 223,13306,37.4461509786,127.1284269913
사립,풍생중학교,031-752-0488,경기도 성남시 수정구 수진동 4511-1번지,경기도 성남시 수정구 산성대로 111,13326,37.4350464152,127.1314095383
공립,하탑중학교,031-706-2073,경기도 성남시 분당구 야탑동 520번지,경기도 성남시 분당구 벌말로 11,13518,37.4091594977,127.1374122763
공립,고색중학교,031-295-9472,경기도 수원시 권선구 고색동 888-92번지,경기도 수원시 권선구 매송고색로711번길 50,16623,37.2535939578,126.9813037797
공립,곡선중학교,031-231-8330,경기도 수원시 권선구 권선동 1063번지,경기도 수원시 권선구 경수대로312번길 23-10,16581,37.2544831891,127.0234494458
공립,구운중학교,031-294-3014,경기도 수원시 권선구 구운동 508번지,경기도 수원시 권선구 금호로 257,16410,37.2768507917,126.9774106023
공립,권선중학교,031-237-3356,경기도 수원시 권선구 세류동 1130-1번지,경기도 수원시 권선구 경수대로 239,16657,37.2488691415,127.0171816724
공립,대평중학교,031-269-2502,경기도 수원시 장안구 정자동 871-1번지,경기도 수원시 장안구 만석로68번길 7,16333,37.2973310255,126.9899622553
공립,동성중학교,031-245-1437,경기도 수원시 팔달구 우만동 533번지,경기도 수원시 팔달구 월드컵로 293,16238,37.2847167167,127.0349799024
공립,동수원중학교,031-214-0041,경기도 수원시 영통구 매탄동 1200번지,경기도 수원시 영통구 동탄원천로1109번길 92,16528,37.2712987708,127.0547218785
사립,화성중학교,031-352-7816,경기도 화성시 향남읍 장짐리 161번지,경기도 화성시 향남읍 장짐길 4,18587,37.1390350465,126.9064577889
공립,광문중학교,02-2619-1728,경기도 광명시 광명동 735-1번지,경기도 광명시 덕단이로 43,14282,37.4669722677,126.8524445240
공립,곡반중학교,031-267-3143,경기도 수원시 권선구 곡반정동 519번지,경기도 수원시 권선구 동수원로146번길 144-7,16667,37.2443446775,127.0330519890
공립,서현중학교,031-701-4503,경기도 성남시 분당구 서현동 96-1번지,경기도 성남시 분당구 중앙공원로 54-1,13589,37.3808358720,127.1337308086
공립,성남동중학교,031-747-5538,경기도 성남시 중원구 금광동 3214번지,경기도 성남시 중원구 광명로361번길 23,13173,37.4487367579,127.1641854569
공립,성남문원중학교,031-747-3869,경기도 성남시 수정구 단대동 10번지,경기도 성남시 수정구 논골로 79,13131,37.4609218327,127.1574029826
공립,성남서중학교,031-739-6201,경기도 성남시 수정구 단대동 189번지,경기도 성남시 수정구 희망로 496,13146,37.4491133179,127.1541103352
공립,성남여자중학교,031-737-7226,경기도 성남시 수정구 신흥동 47-1번지,경기도 성남시 수정구 공원로 446,13259,37.4502331874,127.1427201051
공립,성남중학교,031-751-8748,경기도 성남시 중원구 성남동 2872번지,경기도 성남시 중원구 원터로 64,13370,37.4325435854,127.1441492906
사립,동광중학교,031-750-1600,경기도 성남시 중원구 성남동 2876-1번지,경기도 성남시 중원구 원터로 84,13370,37.4346420159,127.1435628732
사립,송림중학교,031-704-6702,경기도 성남시 분당구 이매동 378번지,경기도 성남시 분당구 이매로 100,13571,37.3916334395,127.1305263841
공립,수내중학교,031-710-4700,경기도 성남시 분당구 수내동 78번지,경기도 성남시 분당구 수내로192번길 12,13600,37.3706639114,127.1265634181
사립,숭신여자중학교,031-747-0448,경기도 성남시 중원구 금광동 2686번지,경기도 성남시 중원구 황송로77번길 34,13165,37.4501519052,127.1705895908
공립,양영중학교,031-701-4470,경기도 성남시 분당구 서현동 293번지,경기도 성남시 분당구 돌마로486번길 23,13586,37.3765251948,127.1359768576
공립,동학중학교,031-204-6229,경기도 화성시 반월동 184-8번지,경기도 화성시 영통로27번길 60,18377,37.2329206385,127.0580253086
공립,동탄중학교,031-8077-4510,경기도 화성시 청계동 528번지,경기도 화성시 동탄대로시범길 97,18476,37.1989372710,127.1091788628
공립,야탑중학교,031-709-9013,경기도 성남시 분당구 야탑동 336번지,경기도 성남시 분당구 양현로 442,13499,37.4161260367,127.1312310604
공립,발안중학교,031-8077-2750,경기도 화성시 향남읍 평리 63-18번지,경기도 화성시 향남읍 발안로 73,18592,37.1328939562,126.9186873908
공립,병점중학교,031-224-0417,경기도 화성시 병점동 825번지,경기도 화성시 병점3로 71,18403,37.2103532413,127.0400573410
공립,기안중학교,031-290-1898,경기도 화성시 기안동 365번지,경기도 화성시 효행로291번길 29,18337,37.2243353415,126.9753271415
공립,서해중학교,070-7097-1901,경기도 시흥시 정왕동 1866-4번지,경기도 시흥시 옥구천서로373번길 18,15030,37.3571928586,126.7260739900
공립,소래중학교,070-7097-1213,경기도 시흥시 은행동 107번지,경기도 시흥시 은행로 60,14920,37.4373417337,126.7967346009
공립,시흥은행중학교,070-7097-0309,경기도 시흥시 은행동 544번지,경기도 시흥시 은행로144번길 36,14916,37.4428990475,126.8021314366
공립,초당중학교,031-329-7800,경기도 용인시 기흥구 중동 1048번지,경기도 용인시 기흥구 동백중앙로 119,17013,37.2655361503,127.1567675403
공립,양오중학교,031-574-2047,경기도 남양주시 오남읍 양지리 616-2번지,경기도 남양주시 오남읍 양지로 261-31,12047,37.6976787628,127.1931258107
공립,풍산중학교,031-903-1127,경기도 고양시 일산동구 풍동 1288번지,경기도 고양시 일산동구 숲속마을1로 33,10307,37.6647369380,126.7990618990
공립,부용중학교,031-852-6301,경기도 의정부시 민락동 757-2번지,경기도 의정부시 오목로 86,11811,37.7354169857,127.0919172127
공립,의정부중학교,031-876-0572,경기도 의정부시 가능동 652-56번지,경기도 의정부시 가능로 75,11682,37.7481071613,127.0403704371
공립,대곶중학교,031-987-0148,경기도 김포시 대곶면 율생리 336-2번지,경기도 김포시 대곶면 율생중앙로 8,10039,37.6493263622,126.5837243594
공립,신갈중학교,031-547-0200,경기도 용인시 기흥구 신갈동 113번지,경기도 용인시 기흥구 용구대로2152번길 23,16964,37.2810175700,127.1087999712
공립,원삼중학교,031-332-8007,경기도 용인시 처인구 원삼면 고당리 95-1번지,경기도 용인시 처인구 원삼면 고당로16번길 29,17168,37.1681764703,127.3093259556
공립,조남중학교,031-490-4800,경기도 시흥시 조남동 702번지,경기도 시흥시 목감둘레로 205,14986,37.3774821709,126.8585572030
공립,갈매중학교,031-570-7800,경기도 구리시 갈매동 576번지,경기도 구리시 갈매순환로 121,11901,37.6306873214,127.1204835664
공립,상일중학교,070-7099-0821,경기도 부천시 상동 550-4번지,경기도 부천시 조마루로 69,14587,37.5015198490,126.7515466564
공립,중원중학교,070-5161-9315,경기도 부천시 중동 1024-2번지,경기도 부천시 도약로 119,14510,37.5119385115,126.7628708182
공립,대원중학교,031-747-0547,경기도 성남시 중원구 금광동 2422번지,경기도 성남시 중원구 황송로 35,13183,37.4473529207,127.1721281070
사립,한광중학교,031-651-3118,경기도 평택시 비전동 504번지,경기도 평택시 중앙1로 115,17888,36.9978850245,127.0960046328
공립,영북중학교,031-531-1754,경기도 포천시 영북면 운천리 385-1번지,경기도 포천시 영북면 영북로 214,11104,38.0936402007,127.2776602793
공립,일동중학교,031-532-3814,경기도 포천시 일동면 기산리 96-2번지,경기도 포천시 일동면 화동로1099번길 39,11116,37.9612344762,127.3152397646
공립,송린중학교,031-5182-0401,경기도 화성시 새솔동 125번지,경기도 화성시 수노을2로 148,18242,37.2768127010,126.8223244488
공립,배곧해솔중학교,031-8063-1800,경기도 시흥시 배곧동 264번지,경기도 시흥시 서울대학로 150-23,15011,37.3598762158,126.7174418223
공립,향동중학교,02-3153-5300,경기도 고양시 덕양구 향동동 503번지,경기도 고양시 덕양구 향동1로 38,10546,37.6030145150,126.8953025090
공립,분당중학교,031-714-2093,경기도 성남시 분당구 정자동 153번지,경기도 성남시 분당구 황새울로 4,13612,37.3609061080,127.1110732839
공립,은여울중학교,031-996-7351,경기도 김포시 마산동 639-9번지,경기도 김포시 김포한강8로 173-48,10068,37.6379003865,126.6391293608
공립,어정중학교,031-547-6411,경기도 용인시 기흥구 중동 1103번지,경기도 용인시 기흥구 동백죽전대로527번길 83,16989,37.2804396272,127.1456788413
사립,조양중학교,031-836-2185,경기도 양주시 광적면 가납리 908번지,경기도 양주시 광적면 부흥로 757,11418,37.8199238351,126.9796612178
공립,부천동중학교,032-343-3115,경기도 부천시 괴안동 171-15번지,경기도 부천시 경인로484번길 36,14683,37.4807580400,126.8101604604
사립,파주광일중학교,031-940-1910,경기도 파주시 월롱면 영태리 535번지,경기도 파주시 월롱면 함영골길 10,10945,37.7750967923,126.7860075764
공립,세교중학교,031-615-9100,경기도 평택시 세교동 304-11번지,경기도 평택시 영신로 198,17842,37.0135535998,127.0886038876
사립,청담중학교,031-691-8801,경기도 평택시 팽성읍 송화리 810번지,경기도 평택시 팽성읍 부용로56번길 20,17991,36.9624861144,127.0630869785
공립,평택중학교,031-659-0001,경기도 평택시 비전동 469-8번지,경기도 평택시 평택2로 101,17890,36.9987920244,127.0923584888
공립,한백중학교,031-8077-5700,경기도 화성시 영천동 698번지,경기도 화성시 동탄순환대로26길 26,18473,37.2065432774,127.1141094769
사립,안용중학교,031-237-4473,경기도 화성시 송산동 97-7번지,경기도 화성시 효행로 833,18358,37.2067591387,127.0202336313
공립,운암중학교,031-376-2691,경기도 오산시 원동 815-2번지,경기도 오산시 대원로 76,18140,37.1458866892,127.0769318199
공립,진안중학교,031-221-4711,경기도 화성시 진안동 857-1번지,경기도 화성시 병점동로 138,18392,37.2165191480,127.0378220812
공립,대송중학교,031-910-1890,경기도 고양시 일산서구 대화동 1492-1번지,경기도 고양시 일산서구 송포로 49,10219,37.6708199415,126.7309358843
공립,현암중학교,031-896-4103,경기도 용인시 수지구 죽전동 1238번지,경기도 용인시 수지구 대지로 128,16881,37.3296451621,127.1219127686
공립,명인중학교,031-249-1860,경기도 수원시 장안구 정자동 888-1번지,경기도 수원시 장안구 정자천로134번길 37,16319,37.2922602838,126.9930088330
공립,수원제일중학교,031-255-2953,경기도 수원시 팔달구 화서동 5번지,경기도 수원시 팔달구 수성로244번길 37-52,16434,37.2871284111,127.0007936036
공립,숙지중학교,031-369-5600,경기도 수원시 팔달구 화서동 652번지,경기도 수원시 팔달구 덕영대로735번길 23,16435,37.2824407092,126.9922060961
공립,용인신촌중학교,031-337-4600,경기도 용인시 기흥구 보정동 1268번지,경기도 용인시 기흥구 보정로 71,16902,37.3160338920,127.1134488953
공립,금릉중학교,031-950-0327,경기도 파주시 금촌동 996번지,경기도 파주시 후곡로 66,10917,37.7515378913,126.7729528260
공립,안화중학교,031-221-4732,경기도 화성시 병점동 853번지,경기도 화성시 병점2로 125,18408,37.2111612920,127.0485951895
공립,장내중학교,031-559-4362,경기도 남양주시 평내동 569번지,경기도 남양주시 평내로 37,12225,37.6421006806,127.2332423262
공립,태장중학교,031-201-9400,경기도 수원시 영통구 영통동 970-1번지,경기도 수원시 영통구 봉영로1517번길 45,16700,37.2489920366,127.0651817721
공립,관산중학교,031-487-8104,경기도 안산시 단원구 원곡동 965번지,경기도 안산시 단원구 삼일로 184,15364,37.3352744517,126.7988274535
공립,비산중학교,031-8084-9300,경기도 안양시 동안구 비산동 121-1번지,경기도 안양시 동안구 평촌대로427번길 42,13915,37.4093830976,126.9481629874
공립,범박중학교,032-610-2700,경기도 부천시 범박동 232-3번지,경기도 부천시 양지남로 69-16,14788,37.4691569316,126.8146887577
공립,하랑중학교,031-570-7201,경기도 남양주시 호평동 125-8번지,경기도 남양주시 백봉로 92,12155,37.6499716192,127.2550476387
공립,은행중학교,031-739-3810,경기도 성남시 중원구 은행동 550-6번지,경기도 성남시 중원구 순환로379번길 20,13151,37.4575659157,127.1722983585
공립,남수원중학교,031-233-9732,경기도 수원시 권선구 권선동 1244번지,경기도 수원시 권선구 권중로 162,16557,37.2520089437,127.0336587130
사립,화도중학교,031-356-6622,경기도 화성시 마도면 석교리 212번지,경기도 화성시 마도면 석교로 162,18537,37.2049183500,126.7751982707
공립,망포중학교,031-273-9435,경기도 수원시 영통구 망포동 556-6번지,경기도 수원시 영통구 태장로82번길 15,16687,37.2381947118,127.0558524291
사립,성일중학교,031-720-2700,경기도 성남시 중원구 성남동 2876번지,경기도 성남시 중원구 시민로77번길 10-1,13370,37.4349077302,127.1449971735
공립,가람중학교,031-930-4821,경기도 고양시 덕양구 행신동 927번지,경기도 고양시 덕양구 화신로 122,10493,37.6236718743,126.8411947646
공립,덕양중학교,02-3158-4896,경기도 고양시 덕양구 화전동 274-3번지,경기도 고양시 덕양구 중앙로176번길 18-29,10538,37.6046669836,126.8717244983
공립,백석중학교,031-960-6711,경기도 고양시 일산동구 백석동 1346번지,경기도 고양시 일산동구 호수로 404,10448,37.6420252421,126.7828512799
사립,안양여자중학교,031-469-2014,경기도 안양시 만안구 안양동 840-2번지,경기도 안양시 만안구 안양로 357,13988,37.4035245767,126.9163319845
공립,평촌중학교,031-381-0052,경기도 안양시 동안구 평촌동 899-5번지,경기도 안양시 동안구 관평로 127,14071,37.3887854046,126.9615536371
공립,양수중학교,031-772-2722,경기도 양평군 양서면 용담리 212번지,경기도 양평군 양서면 용담3길 15,12584,37.5447472494,127.3256683083
공립,석우중학교,031-8077-6062,경기도 화성시 반송동 84번지,경기도 화성시 동탄중앙로 264,18446,37.2083129265,127.0704303066
공립,녹양중학교,031-829-9743,경기도 의정부시 녹양동 191-5번지,경기도 의정부시 체육로 187,11602,37.7617490560,127.0279338158
공립,반송중학교,031-370-7700,경기도 화성시 반송동 198번지,경기도 화성시 탄요1길 13,18441,37.1901972065,127.0711301002
공립,안산성호중학교,031-408-2896,경기도 안산시 상록구 일동 82-2번지,경기도 안산시 상록구 구룡서길 21-11,15324,37.3146481100,126.8687631455
사립,청심국제중학교,031-589-8900,경기도 가평군 설악면 송산리 산102번지,경기도 가평군 설악면 미사리로 324-213,12461,37.6870387038,127.5406264948
공립,정왕중학교,070-7097-0520,경기도 시흥시 정왕동 1787-3번지,경기도 시흥시 정왕대로298번길 28,15064,37.3402001862,126.7424935659
사립,명륜여자중학교,031-675-3538,경기도 안성시 낙원동 399-1번지,경기도 안성시 장기로103번길 22,17591,37.0049578288,127.2750037332
사립,안청중학교,031-673-3124,경기도 안성시 당왕동 10-1번지,경기도 안성시 당목길 68,17584,37.0220218242,127.2748747285
공립,예봉중학교,031-579-2500,경기도 남양주시 와부읍 덕소리 259번지,경기도 남양주시 와부읍 수레로 127-37,12204,37.5949848440,127.2204855656
공립,경안중학교,031-763-4214,경기도 광주시 장지동 61-20번지,경기도 광주시 장지1길 6,12777,37.3952128303,127.2473832545
공립,곤지암중학교,031-762-6034,경기도 광주시 곤지암읍 곤지암리 453-12번지,경기도 광주시 곤지암읍 곤지암로 82,12804,37.3485622650,127.3376394628
공립,곡란중학교,031-463-8225,경기도 군포시 산본동 1083번지,경기도 군포시 곡란로 95,15802,37.3722416114,126.9300144551
공립,구갈중학교,031-283-8345,경기도 용인시 기흥구 신갈동 163번지,경기도 용인시 기흥구 산양로 12,16962,37.2848300293,127.1086674258
공립,대지중학교,031-8067-2100,경기도 용인시 수지구 죽전동 313-1번지,경기도 용인시 수지구 대지로51번길 22,16872,37.3310785682,127.1163744451
