관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41117-00033,혜성,어린이공원,경기도 수원시 영통구 동수원로 286번길 33-3,경기도 수원시 영통구 매탄동 1177,37.25488673,127.0379939,2287.3,다목적구장(농구)1,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00034,무지개,어린이공원,경기도 수원시 영통구 매여울로 68번길 23,경기도 수원시 영통구 매탄동 101-16,37.2730117,127.0450275,1616.2,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00035,미래,어린이공원,경기도 수원시 영통구 매여울로 10번길 14-20,경기도 수원시 영통구 매탄동 196-25,37.27168445,127.0473854,1507.3,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00036,산남,어린이공원,경기도 수원시 영통구 매봉로 35번길 43,경기도 수원시 영통구 매탄동 111-107,37.27170482,127.0504251,1595.5,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00037,옹달샘,어린이공원,,경기도 수원시 영통구 매탄동 209-25,37.26557551,127.0470885,1518.6,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00038,산샘,어린이공원,경기도 수원시 영통구 매원로11번길 8-16,경기도 수원시 영통구 매탄동 205-32,37.26714647,127.0482123,1940.1,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00039,마루터기,어린이공원,경기도 수원시 영통구 산남로 4번길 27,경기도 수원시 영통구 매탄동 861,37.26385648,127.0487029,1815.6,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00040,먼내,어린이공원,경기도 수원시 영통구 동탄원천로 1109번길 22,경기도 수원시 영통구 원천동 463-1,37.26957867,127.0576438,1523,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00041,우정,어린이공원,,경기도 수원시 영통구 매탄동 1201,37.27156282,127.0538907,1939.1,,조합놀이대1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00042,매미,어린이공원,,경기도 수원시 영통구 매탄동 1217-6,37.26651885,127.0517346,2135.3,,조합놀이대1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00043,효원,어린이공원,,경기도 수원시 영통구 매탄동 1354,37.26223292,127.0415354,6653,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00044,교통,어린이공원,,경기도 수원시 영통구 매탄동 1231-2,37.26630262,127.0574025,2530,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00045,솔빛,어린이공원,,경기도 수원시 영통구 원천동 549-3,37.26713882,127.058579,3230,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00046,해오름,어린이공원,경기도 수원시 영통구 영통로 514번길 53,경기도 수원시 영통구 영통동 948-5,37.26491233,127.0813304,3824.7,다목적구장(농구),조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00047,달래,어린이공원,경기도 수원시 영통구 봉영로 1744번길 11,경기도 수원시 영통구 영통동 1053-3,37.26663771,127.0830516,4220.7,다목적구장(농구),조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00048,미로,어린이공원,경기도 수원시 영통구 청명북로 118,경기도 수원시 영통구 영통동 955-2,37.26185806,127.0781262,4969.3,다목적구장(농구),,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00049,달님,어린이공원,,경기도 수원시 영통구 영통동 1052-4,37.26276871,127.084262,4865.2,다목적구장,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00050,푸른,어린이공원,경기도 수원시 영통구 영통로 438,경기도 수원시 영통구 영통동 957-1,37.25905057,127.0739487,5019.3,다목적구장,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00051,단오,어린이공원,,경기도 수원시 영통구 영통동 1047-3,37.25601981,127.0766658,6083.3,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00052,수정,어린이공원,경기도 수원시 영통구 청명로 59번길 7-16,경기도 수원시 영통구 영통동 1031,37.25175741,127.0800835,2641.1,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00053,으뜸,어린이공원,경기도 수원시 영통구 매영로 421-7,경기도 수원시 영통구 영통동 1017,37.24911008,127.0774793,2087.9,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00054,풀잎,어린이공원,경기도 수원시 영통구 봉영로 1526,경기도 수원시 영통구 영통동 988-3,37.24851981,127.0696446,8360.4,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00055,보리수,어린이공원,,경기도 수원시 영통구 영통동 970-2,37.24813812,127.0671583,6947.2,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00056,솔찬,어린이공원,,경기도 수원시 영통구 영통동 964-3,37.25302259,127.0647227,4968.3,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00057,박지성,어린이공원,경기도 수원시 영통구 봉영로 1517번길 40,경기도 수원시 영통구 영통동 967-3,37.24989846,127.0660942,6968.8,다목적구장(농구+풋살)2,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00058,한울,어린이공원,,경기도 수원시 영통구 영통동 972-4,37.24923873,127.0608564,5919.7,다목적구장(농구+게이트볼)2,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00059,미리내,어린이공원,,경기도 수원시 영통구 영통동 987,37.24536018,127.0685793,1781.4,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00060,푸름,어린이공원,,경기도 수원시 영통구 영통동 1245,37.2625946,127.0477359,1634.4,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00061,매화,어린이공원,,경기도 수원시 영통구 매탄동 1259,37.26020972,127.046066,2025.7,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00062,매여울,어린이공원,경기도 수원시 영통구 매탄로 82,경기도 수원시 영통구 매탄동 1275,37.25833791,127.0430012,2312.2,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00063,풀샘,어린이공원,,경기도 수원시 영통구 매탄동 1283,37.25515484,127.0422868,1957,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00064,그린나래,어린이공원,경기도 수원시 영통구 동탄원천로881번길 35,경기도 수원시 영통구 매탄동 1281,37.25500972,127.0415066,2135.6,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00065,샘말,어린이공원,,경기도 수원시 영통구 망포동 296-17,37.24182751,127.0536129,1975,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00066,방죽,어린이공원,,경기도 수원시 영통구 망포동 383-3,37.23984573,127.0553349,2135,다목적구장(족구)1,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00067,소담,어린이공원,경기도 수원시 영통구 태장로 84,경기도 수원시 영통구 망포동 544-13,37.238967,127.0555283,907,,,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00068,소문,어린이공원,,경기도 수원시 영통구 망포동 724,37.23990141,127.0573732,1846.8,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00069,온누리,어린이공원,,경기도 수원시 영통구 망포동 523-1,37.2387693,127.059446,887,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00070,수련,어린이공원,,경기도 수원시 영통구 망포동 708,37.24245373,127.0645009,1507.1,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00071,당암,어린이공원,,경기도 수원시 영통구 망포동 719,37.24372795,127.0608294,1743.1,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00072,우주,어린이공원,,경기도 수원시 영통구 망포동 500-6,37.24148487,127.0632755,1612,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00073,숲속부엉이,어린이공원,,경기도 수원시 영통구 망포동 713,37.24084216,127.0654118,1990.7,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00074,망포,어린이공원,,경기도 수원시 영통구 망포동 721,37.2447432,127.0558023,1932.3,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00075,다람쥐,어린이공원,,경기도 수원시 영통구 망포동 1259-3,37.29954505,127.0461757,1508.4,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00076,물봉선,어린이공원,,경기도 수원시 영통구 망포동 1311-2,37.29409232,127.053864,1747.9,,물놀이시설1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00077,붐붐,어린이공원,,경기도 수원시 영통구 이의동 1343,37.28591543,127.0525412,3083.5,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00078,꿈틀이,어린이공원,,경기도 수원시 영통구 원천동 581,37.2772832,127.0502561,2374.2,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00079,동물놀이,어린이공원,,경기도 수원시 영통구 원천동 612,37.27443574,127.0528192,1618.6,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00080,소꼽놀이,어린이공원,,경기도 수원시 영통구 하동 965-8,37.29348217,127.0697268,2133.3,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00081,신호등,어린이공원,,경기도 수원시 영통구 하동 978,37.29185633,127.0702764,1835.2,,조합놀이대2,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00082,고래등,어린이공원,,경기도 수원시 영통구 이의동 1273-1,37.29786649,127.0436077,2104.7,,물놀이시설1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00083,틴틴,어린이공원,,경기도 수원시 영통구 이의동 1345,37.28887163,127.0485014,2185.1,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00084,동그라미,어린이공원,,경기도 수원시 영통구 신동 927-2,37.24783014,127.0429386,1527,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00085,물빛,어린이공원,,경기도 수원시 영통구 신동969,37.24649529,127.0418114,1683,,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41111-00054,9호소공원,소공원,,경기도 수원시 장안구 율전동 604,37.29823745,126.9667016,674.7,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00055,송원공원,소공원,,경기도 수원시 장안구 조원동 912-2,37.30768169,127.0113154,3071,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00056,39호소공원,소공원,,경기도 수원시 장안구 이목동 850,37.3142763,126.9862086,2817,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00057,40호소공원,소공원,,경기도 수원시 장안구 정자동 569-11,37.31075034,126.9869221,2531,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00058,60호소공원,소공원,,경기도 수원시 장안구 정자동 836-5,37.29744098,126.9981817,3482,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00059,61호소공원,소공원,경기도 수원시 장안구 정조로 1053번길 36,경기도 수원시 장안구 송죽동 346-6,37.299249,127.0034947,971.3,,휴게쉼터,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41113-00121,12호소공원,소공원,,경기도 수원시 권선구 평동 13-236,37.23979543,127.0552753,1315.3,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00122,18호소공원,소공원,,경기도 수원시 권선구 오목천동 314-86,37.24576426,126.9660779,174,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00123,20호소공원,소공원,,경기도 수원시 권선구 금곡동 1115,37.27631795,126.9556215,671.1,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00124,21호소공원,소공원,,경기도 수원시 권선구 금곡동 1134-4,37.27151843,126.9573903,269,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00125,22호소공원,소공원,,경기도 수원시 권선구 호매실동 1354,37.26707309,126.9462954,739.6,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00126,28호소공원,소공원,,경기도 수원시 권선구 권선동 1367-14,37.24753698,127.026406,1104.8,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00127,29호소공원,소공원,,경기도 수원시 권선구 권선동 1367-26,37.2488844,127.0209394,1030.3,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00128,34호소공원,소공원,,경기도 수원시 권선구 호매실동 1413-4,37.25623296,126.9605291,454.4,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00129,35호소공원,소공원,,경기도 수원시 권선구 금곡동 1064,37.27795615,126.9435986,421.6,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00130,36호소공원,소공원,,경기도 수원시 권선구 호매실동 1392,37.26024933,126.9573769,5567.8,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00131,51호소공원,소공원,,경기도 수원시 권선구 서둔동 382,37.26390643,126.9952846,1479.3,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00132,54호소공원,소공원,,경기도 수원시 권선구 평동 20-10,37.26193815,126.9971396,574,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00133,55호소공원,소공원,,경기도 수원시 권선구 평동 177,37.26288088,126.9995543,1000,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00134,62호소공원,소공원,,경기도 수원시 권선구 금곡동 1090,37.27250154,126.9422387,339.6,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00135,63호소공원,소공원,,경기도 수원시 권선구 호매실동 1347,37.26852636,126.9435554,515,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00136,64호소공원,소공원,,경기도 수원시 권선구 금곡동 1136-2,37.271198,126.9581708,1051.3,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00137,64호소공원,소공원,,경기도 수원시 권선구 세류동 1273,37.2616459,127.0046637,1478.7,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00138,69호소공원,소공원,,경기도 수원시 권선구 권선동 1352-65,37.23644472,127.023442,489,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00139,70호소공원,소공원,,경기도 수원시 권선구 권선동 1354-67,37.23678921,127.0232309,477.9,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00140,71호소공원,소공원,,경기도 수원시 권선구 권선동 1345-69,37.24035116,127.0201012,523.2,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00141,80호소공원,소공원,,경기도 수원시 권선구 서둔동 9-31,37.2701613,126.9936072,2573,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00142,81호소공원,소공원,,경기도 수원시 권선구 서둔동 9-51,37.26987871,126.9943135,1528,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00143,50호소공원,소공원,,경기도 수원시 권선구 서둔동 323-6,37.26443377,126.9948411,1686.5,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00144,52호소공원,소공원,,경기도 수원시 권선구 서둔동 327,37.26559631,126.9943438,716.2,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41115-00039,53호소공원,소공원,,수원시 권선구 서둔동 321-4,37.26581247,126.9948279,579.7,,휴게쉼터,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41115-00040,16호소공원,소공원,,경기도 수원시 팔달구 화서동 767,37.28391618,126.9944429,1603.5,,휴게쉼터,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00041,49호소공원,소공원,,경기도 수원시 팔달구 남수동 11-515,37.28304593,127.0217246,928,,휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,031-228-4473,2023-06-20
41115-00042,66호소공원,소공원,경기도 수원시 팔달구 팔달로165번길 34-2,,37.28344168,127.0048542,347,,휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,031-228-4473,2023-06-20
41115-00043,67호소공원,소공원,경기도 수원시 팔달구 화서문로 75,경기도 수원시 팔달구 북수동 69,37.28609837,127.0162903,439,,휴게쉼터,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00044,73호소공원,소공원,경기도 수원시 팔달구 팔달문로 57번길 79,경기도 수원시 팔달구 지동 465,37.28273023,127.0240013,140,,휴게쉼터,,,,,경기도 수원시 화성사업소 문화유산시설과,031-228-4473,2023-06-20
41117-00086,영덕소공원,소공원,,경기도 수원시 영통구 영통동 1167,37.26543685,127.0759126,1459.4,,휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00087,10호소공원,소공원,,경기도 수원시 영통구 망포동 478,37.23940506,127.0636435,1279,,휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00088,17호소공원,소공원,,경기도 수원시 영통구 영통동 1157,37.24431656,127.0622548,1134.7,,휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00089,19호소공원,소공원,,경기도 수원시 영통구 망포동 434,37.24371555,127.0630328,512.7,,휴게쉼터,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
